Park,Date/Time,Wait Time
Magic Kingdom,2020-08-03 09:05:00,6
Magic Kingdom,2020-08-03 09:10:00,6
Magic Kingdom,2020-08-03 09:15:00,8
Magic Kingdom,2020-08-03 09:20:00,8
Magic Kingdom,2020-08-03 09:25:00,8
Magic Kingdom,2020-08-03 09:30:00,8
Magic Kingdom,2020-08-03 09:35:00,8
Magic Kingdom,2020-08-03 09:40:00,8
Magic Kingdom,2020-08-03 09:45:00,8
Magic Kingdom,2020-08-03 09:50:00,7
Magic Kingdom,2020-08-03 09:55:00,10
Magic Kingdom,2020-08-03 10:00:00,10
Magic Kingdom,2020-08-03 10:05:00,8
Magic Kingdom,2020-08-03 10:10:00,8
Magic Kingdom,2020-08-03 10:15:00,9
Magic Kingdom,2020-08-03 10:20:00,9
Magic Kingdom,2020-08-03 10:30:00,11
Magic Kingdom,2020-08-03 10:35:00,14
Magic Kingdom,2020-08-03 10:40:00,15
Magic Kingdom,2020-08-03 10:45:00,16
Magic Kingdom,2020-08-03 10:50:00,15
Magic Kingdom,2020-08-03 10:55:00,14
Magic Kingdom,2020-08-03 11:00:00,15
Magic Kingdom,2020-08-03 11:05:00,15
Magic Kingdom,2020-08-03 11:10:00,15
Magic Kingdom,2020-08-03 11:15:00,15
Magic Kingdom,2020-08-03 11:20:00,15
Magic Kingdom,2020-08-03 11:25:00,15
Magic Kingdom,2020-08-03 11:30:00,15
Magic Kingdom,2020-08-03 11:35:00,15
Magic Kingdom,2020-08-03 11:40:00,15
Magic Kingdom,2020-08-03 11:45:00,15
Magic Kingdom,2020-08-03 11:50:00,14
Magic Kingdom,2020-08-03 11:55:00,14
Magic Kingdom,2020-08-03 12:00:00,14
Magic Kingdom,2020-08-03 12:05:00,13
Magic Kingdom,2020-08-03 12:10:00,14
Magic Kingdom,2020-08-03 12:15:00,14
Magic Kingdom,2020-08-03 12:20:00,14
Magic Kingdom,2020-08-03 12:25:00,14
Magic Kingdom,2020-08-03 12:30:00,15
Magic Kingdom,2020-08-03 12:35:00,15
Magic Kingdom,2020-08-03 12:40:00,15
Magic Kingdom,2020-08-03 12:45:00,14
Magic Kingdom,2020-08-03 12:50:00,14
Magic Kingdom,2020-08-03 12:55:00,15
Magic Kingdom,2020-08-03 13:00:00,15
Magic Kingdom,2020-08-03 13:05:00,16
Magic Kingdom,2020-08-03 13:10:00,16
Magic Kingdom,2020-08-03 13:15:00,16
Magic Kingdom,2020-08-03 13:20:00,16
Magic Kingdom,2020-08-03 13:25:00,15
Magic Kingdom,2020-08-03 13:30:00,15
Magic Kingdom,2020-08-03 13:35:00,15
Magic Kingdom,2020-08-03 13:40:00,14
Magic Kingdom,2020-08-03 13:45:00,13
Magic Kingdom,2020-08-03 13:50:00,13
Magic Kingdom,2020-08-03 13:55:00,14
Magic Kingdom,2020-08-03 14:00:00,14
Magic Kingdom,2020-08-03 14:05:00,14
Magic Kingdom,2020-08-03 14:10:00,14
Magic Kingdom,2020-08-03 14:15:00,13
Magic Kingdom,2020-08-03 14:20:00,13
Magic Kingdom,2020-08-03 14:25:00,14
Magic Kingdom,2020-08-03 14:30:00,12
Magic Kingdom,2020-08-03 14:35:00,13
Magic Kingdom,2020-08-03 14:40:00,14
Magic Kingdom,2020-08-03 14:45:00,14
Magic Kingdom,2020-08-03 14:50:00,14
Magic Kingdom,2020-08-03 14:55:00,13
Magic Kingdom,2020-08-03 15:00:00,15
Magic Kingdom,2020-08-03 15:05:00,15
Magic Kingdom,2020-08-03 15:10:00,16
Magic Kingdom,2020-08-03 15:15:00,16
Magic Kingdom,2020-08-03 15:20:00,16
Magic Kingdom,2020-08-03 15:25:00,16
Magic Kingdom,2020-08-03 15:30:00,16
Magic Kingdom,2020-08-03 15:35:00,15
Magic Kingdom,2020-08-03 15:40:00,14
Magic Kingdom,2020-08-03 15:45:00,12
Magic Kingdom,2020-08-03 15:50:00,13
Magic Kingdom,2020-08-03 15:55:00,12
Magic Kingdom,2020-08-03 16:00:00,13
Magic Kingdom,2020-08-03 16:05:00,13
Magic Kingdom,2020-08-03 16:10:00,13
Magic Kingdom,2020-08-03 16:15:00,13
Magic Kingdom,2020-08-03 16:20:00,13
Magic Kingdom,2020-08-03 16:30:00,11
Magic Kingdom,2020-08-03 16:35:00,11
Magic Kingdom,2020-08-03 16:40:00,12
Magic Kingdom,2020-08-03 16:45:00,11
Magic Kingdom,2020-08-03 16:50:00,13
Magic Kingdom,2020-08-03 16:55:00,13
Magic Kingdom,2020-08-03 17:00:00,13
Magic Kingdom,2020-08-03 17:05:00,14
Magic Kingdom,2020-08-03 17:10:00,13
Magic Kingdom,2020-08-03 17:15:00,13
Magic Kingdom,2020-08-03 17:20:00,13
Magic Kingdom,2020-08-03 17:25:00,13
Magic Kingdom,2020-08-03 17:30:00,15
Magic Kingdom,2020-08-03 17:35:00,14
Magic Kingdom,2020-08-03 17:40:00,14
Magic Kingdom,2020-08-03 17:45:00,13
Magic Kingdom,2020-08-03 17:50:00,13
Magic Kingdom,2020-08-03 17:55:00,12
Magic Kingdom,2020-08-03 18:00:00,12
Magic Kingdom,2020-08-03 18:05:00,12
Magic Kingdom,2020-08-03 18:10:00,12
Magic Kingdom,2020-08-03 18:15:00,12
Magic Kingdom,2020-08-03 18:20:00,11
Magic Kingdom,2020-08-03 18:25:00,10
Magic Kingdom,2020-08-03 18:30:00,9
Magic Kingdom,2020-08-03 18:35:00,9
Magic Kingdom,2020-08-03 18:40:00,9
Magic Kingdom,2020-08-03 18:45:00,9
Magic Kingdom,2020-08-03 18:50:00,9
Magic Kingdom,2020-08-03 18:55:00,9
Magic Kingdom,2020-08-03 19:00:00,8
Magic Kingdom,2020-08-04 09:00:00,8
Magic Kingdom,2020-08-04 09:05:00,6
Magic Kingdom,2020-08-04 09:10:00,6
Magic Kingdom,2020-08-04 09:15:00,6
Magic Kingdom,2020-08-04 09:20:00,7
Magic Kingdom,2020-08-04 09:25:00,7
Magic Kingdom,2020-08-04 09:30:00,7
Magic Kingdom,2020-08-04 09:35:00,8
Magic Kingdom,2020-08-04 09:40:00,8
Magic Kingdom,2020-08-04 09:45:00,7
Magic Kingdom,2020-08-04 09:50:00,7
Magic Kingdom,2020-08-04 09:55:00,8
Magic Kingdom,2020-08-04 10:00:00,9
Magic Kingdom,2020-08-04 10:05:00,9
Magic Kingdom,2020-08-04 10:10:00,10
Magic Kingdom,2020-08-04 10:15:00,10
Magic Kingdom,2020-08-04 10:20:00,10
Magic Kingdom,2020-08-04 10:25:00,11
Magic Kingdom,2020-08-04 10:30:00,11
Magic Kingdom,2020-08-04 10:35:00,12
Magic Kingdom,2020-08-04 10:40:00,12
Magic Kingdom,2020-08-04 10:45:00,12
Magic Kingdom,2020-08-04 10:50:00,13
Magic Kingdom,2020-08-04 10:55:00,14
Magic Kingdom,2020-08-04 11:00:00,16
Magic Kingdom,2020-08-04 11:05:00,15
Magic Kingdom,2020-08-04 11:10:00,16
Magic Kingdom,2020-08-04 11:15:00,15
Magic Kingdom,2020-08-04 11:20:00,15
Magic Kingdom,2020-08-04 11:25:00,15
Magic Kingdom,2020-08-04 11:30:00,13
Magic Kingdom,2020-08-04 11:35:00,15
Magic Kingdom,2020-08-04 11:40:00,15
Magic Kingdom,2020-08-04 11:45:00,13
Magic Kingdom,2020-08-04 11:50:00,13
Magic Kingdom,2020-08-04 11:55:00,13
Magic Kingdom,2020-08-04 12:00:00,16
Magic Kingdom,2020-08-04 12:05:00,15
Magic Kingdom,2020-08-04 12:10:00,15
Magic Kingdom,2020-08-04 12:15:00,15
Magic Kingdom,2020-08-04 12:20:00,15
Magic Kingdom,2020-08-04 12:25:00,15
Magic Kingdom,2020-08-04 12:30:00,15
Magic Kingdom,2020-08-04 12:35:00,15
Magic Kingdom,2020-08-04 12:40:00,15
Magic Kingdom,2020-08-04 12:45:00,15
Magic Kingdom,2020-08-04 12:50:00,17
Magic Kingdom,2020-08-04 12:55:00,16
Magic Kingdom,2020-08-04 13:00:00,16
Magic Kingdom,2020-08-04 13:05:00,17
Magic Kingdom,2020-08-04 13:10:00,17
Magic Kingdom,2020-08-04 13:15:00,17
Magic Kingdom,2020-08-04 13:20:00,18
Magic Kingdom,2020-08-04 13:25:00,18
Magic Kingdom,2020-08-04 13:30:00,17
Magic Kingdom,2020-08-04 13:35:00,16
Magic Kingdom,2020-08-04 13:40:00,16
Magic Kingdom,2020-08-04 13:45:00,14
Magic Kingdom,2020-08-04 13:50:00,13
Magic Kingdom,2020-08-04 13:55:00,14
Magic Kingdom,2020-08-04 14:00:00,14
Magic Kingdom,2020-08-04 14:05:00,13
Magic Kingdom,2020-08-04 14:10:00,15
Magic Kingdom,2020-08-04 14:15:00,14
Magic Kingdom,2020-08-04 14:20:00,14
Magic Kingdom,2020-08-04 14:25:00,14
Magic Kingdom,2020-08-04 14:30:00,14
Magic Kingdom,2020-08-04 14:35:00,14
Magic Kingdom,2020-08-04 14:40:00,14
Magic Kingdom,2020-08-04 14:45:00,14
Magic Kingdom,2020-08-04 14:50:00,14
Magic Kingdom,2020-08-04 14:55:00,14
Magic Kingdom,2020-08-04 15:00:00,13
Magic Kingdom,2020-08-04 15:05:00,14
Magic Kingdom,2020-08-04 15:10:00,14
Magic Kingdom,2020-08-04 15:15:00,13
Magic Kingdom,2020-08-04 15:20:00,12
Magic Kingdom,2020-08-04 15:25:00,13
Magic Kingdom,2020-08-04 15:30:00,14
Magic Kingdom,2020-08-04 15:35:00,14
Magic Kingdom,2020-08-04 15:40:00,14
Magic Kingdom,2020-08-04 15:45:00,15
Magic Kingdom,2020-08-04 15:50:00,14
Magic Kingdom,2020-08-04 15:55:00,12
Magic Kingdom,2020-08-04 16:00:00,13
Magic Kingdom,2020-08-04 16:05:00,11
Magic Kingdom,2020-08-04 16:10:00,11
Magic Kingdom,2020-08-04 16:15:00,11
Magic Kingdom,2020-08-04 16:20:00,11
Magic Kingdom,2020-08-04 16:25:00,10
Magic Kingdom,2020-08-04 16:30:00,9
Magic Kingdom,2020-08-04 16:35:00,10
Magic Kingdom,2020-08-04 16:40:00,10
Magic Kingdom,2020-08-04 16:45:00,11
Magic Kingdom,2020-08-04 16:50:00,11
Magic Kingdom,2020-08-04 16:55:00,11
Magic Kingdom,2020-08-04 17:00:00,11
Magic Kingdom,2020-08-04 17:05:00,11
Magic Kingdom,2020-08-04 17:10:00,12
Magic Kingdom,2020-08-04 17:15:00,12
Magic Kingdom,2020-08-04 17:20:00,11
Magic Kingdom,2020-08-04 17:25:00,10
Magic Kingdom,2020-08-04 17:30:00,10
Magic Kingdom,2020-08-04 17:35:00,10
Magic Kingdom,2020-08-04 17:40:00,9
Magic Kingdom,2020-08-04 17:45:00,10
Magic Kingdom,2020-08-04 17:50:00,10
Magic Kingdom,2020-08-04 17:55:00,10
Magic Kingdom,2020-08-04 18:00:00,10
Magic Kingdom,2020-08-04 18:05:00,10
Magic Kingdom,2020-08-04 18:10:00,9
Magic Kingdom,2020-08-04 18:15:00,9
Magic Kingdom,2020-08-04 18:20:00,9
Magic Kingdom,2020-08-04 18:25:00,9
Magic Kingdom,2020-08-04 18:30:00,9
Magic Kingdom,2020-08-04 18:35:00,11
Magic Kingdom,2020-08-04 18:40:00,10
Magic Kingdom,2020-08-04 18:45:00,10
Magic Kingdom,2020-08-04 18:50:00,11
Magic Kingdom,2020-08-04 18:55:00,11
Magic Kingdom,2020-08-04 19:00:00,11
Magic Kingdom,2020-08-05 09:00:00,5
Magic Kingdom,2020-08-05 09:05:00,6
Magic Kingdom,2020-08-05 09:10:00,6
Magic Kingdom,2020-08-05 09:15:00,7
Magic Kingdom,2020-08-05 09:20:00,7
Magic Kingdom,2020-08-05 09:25:00,7
Magic Kingdom,2020-08-05 09:30:00,8
Magic Kingdom,2020-08-05 09:35:00,9
Magic Kingdom,2020-08-05 09:40:00,9
Magic Kingdom,2020-08-05 09:45:00,9
Magic Kingdom,2020-08-05 09:50:00,9
Magic Kingdom,2020-08-05 09:55:00,9
Magic Kingdom,2020-08-05 10:00:00,9
Magic Kingdom,2020-08-05 10:05:00,8
Magic Kingdom,2020-08-05 10:10:00,8
Magic Kingdom,2020-08-05 10:15:00,9
Magic Kingdom,2020-08-05 10:20:00,9
Magic Kingdom,2020-08-05 10:25:00,10
Magic Kingdom,2020-08-05 10:30:00,12
Magic Kingdom,2020-08-05 10:35:00,12
Magic Kingdom,2020-08-05 10:40:00,12
Magic Kingdom,2020-08-05 10:45:00,12
Magic Kingdom,2020-08-05 10:50:00,13
Magic Kingdom,2020-08-05 10:55:00,14
Magic Kingdom,2020-08-05 11:00:00,14
Magic Kingdom,2020-08-05 11:05:00,17
Magic Kingdom,2020-08-05 11:10:00,17
Magic Kingdom,2020-08-05 11:15:00,16
Magic Kingdom,2020-08-05 11:20:00,16
Magic Kingdom,2020-08-05 11:25:00,15
Magic Kingdom,2020-08-05 11:30:00,16
Magic Kingdom,2020-08-05 11:35:00,13
Magic Kingdom,2020-08-05 11:40:00,14
Magic Kingdom,2020-08-05 11:45:00,14
Magic Kingdom,2020-08-05 11:50:00,14
Magic Kingdom,2020-08-05 11:55:00,14
Magic Kingdom,2020-08-05 12:00:00,14
Magic Kingdom,2020-08-05 12:05:00,14
Magic Kingdom,2020-08-05 12:10:00,13
Magic Kingdom,2020-08-05 12:15:00,13
Magic Kingdom,2020-08-05 12:20:00,12
Magic Kingdom,2020-08-05 12:25:00,12
Magic Kingdom,2020-08-05 12:30:00,13
Magic Kingdom,2020-08-05 12:35:00,14
Magic Kingdom,2020-08-05 12:40:00,15
Magic Kingdom,2020-08-05 12:45:00,14
Magic Kingdom,2020-08-05 12:50:00,14
Magic Kingdom,2020-08-05 12:55:00,14
Magic Kingdom,2020-08-05 13:00:00,14
Magic Kingdom,2020-08-05 13:05:00,15
Magic Kingdom,2020-08-05 13:10:00,15
Magic Kingdom,2020-08-05 13:15:00,15
Magic Kingdom,2020-08-05 13:20:00,14
Magic Kingdom,2020-08-05 13:25:00,13
Magic Kingdom,2020-08-05 13:30:00,13
Magic Kingdom,2020-08-05 13:35:00,13
Magic Kingdom,2020-08-05 13:40:00,13
Magic Kingdom,2020-08-05 13:45:00,13
Magic Kingdom,2020-08-05 13:50:00,13
Magic Kingdom,2020-08-05 13:55:00,14
Magic Kingdom,2020-08-05 14:00:00,15
Magic Kingdom,2020-08-05 14:05:00,15
Magic Kingdom,2020-08-05 14:10:00,15
Magic Kingdom,2020-08-05 14:15:00,15
Magic Kingdom,2020-08-05 14:20:00,15
Magic Kingdom,2020-08-05 14:25:00,15
Magic Kingdom,2020-08-05 14:30:00,14
Magic Kingdom,2020-08-05 14:35:00,14
Magic Kingdom,2020-08-05 14:40:00,13
Magic Kingdom,2020-08-05 14:45:00,12
Magic Kingdom,2020-08-05 14:50:00,12
Magic Kingdom,2020-08-05 14:55:00,14
Magic Kingdom,2020-08-05 15:00:00,15
Magic Kingdom,2020-08-05 15:05:00,14
Magic Kingdom,2020-08-05 15:10:00,14
Magic Kingdom,2020-08-05 15:15:00,17
Magic Kingdom,2020-08-05 15:20:00,13
Magic Kingdom,2020-08-05 15:25:00,14
Magic Kingdom,2020-08-05 15:30:00,13
Magic Kingdom,2020-08-05 15:35:00,11
Magic Kingdom,2020-08-05 15:40:00,11
Magic Kingdom,2020-08-05 15:45:00,12
Magic Kingdom,2020-08-05 15:50:00,13
Magic Kingdom,2020-08-05 15:55:00,14
Magic Kingdom,2020-08-05 16:00:00,14
Magic Kingdom,2020-08-05 16:05:00,13
Magic Kingdom,2020-08-05 16:10:00,13
Magic Kingdom,2020-08-05 16:15:00,14
Magic Kingdom,2020-08-05 16:20:00,13
Magic Kingdom,2020-08-05 16:25:00,12
Magic Kingdom,2020-08-05 16:30:00,12
Magic Kingdom,2020-08-05 16:35:00,13
Magic Kingdom,2020-08-05 16:40:00,13
Magic Kingdom,2020-08-05 16:45:00,14
Magic Kingdom,2020-08-05 16:50:00,13
Magic Kingdom,2020-08-05 16:55:00,12
Magic Kingdom,2020-08-05 17:00:00,13
Magic Kingdom,2020-08-05 17:05:00,13
Magic Kingdom,2020-08-05 17:10:00,13
Magic Kingdom,2020-08-05 17:15:00,13
Magic Kingdom,2020-08-05 17:20:00,12
Magic Kingdom,2020-08-05 17:25:00,12
Magic Kingdom,2020-08-05 17:30:00,12
Magic Kingdom,2020-08-05 17:35:00,11
