year,month_year,date,day_count
2022,2022-04,2022-04-14,529321
2022,2022-04,2022-04-13,81340
2022,2022-04,2022-04-12,83145
2022,2022-04,2022-04-11,182471
2022,2022-04,2022-04-10,95829
2022,2022-04,2022-04-09,86309
2022,2022-04,2022-04-08,111568
2022,2022-04,2022-04-07,99841
2022,2022-04,2022-04-06,194523
2022,2022-04,2022-04-05,385590
2022,2022-04,2022-04-04,256011
2022,2022-04,2022-04-03,26033
2022,2022-04,2022-04-02,15584
2022,2022-04,2022-04-01,17309
2022,2022-03,2022-03-31,12721
2022,2022-03,2022-03-30,22769
2022,2022-03,2022-03-29,22964
2022,2022-03,2022-03-28,39405
2022,2022-03,2022-03-27,67126
2022,2022-03,2022-03-26,49954
2022,2022-03,2022-03-25,30689
2022,2022-03,2022-03-24,18410
2022,2022-03,2022-03-23,26533
2022,2022-03,2022-03-22,29304
2022,2022-03,2022-03-21,23062
2022,2022-03,2022-03-20,19857
2022,2022-03,2022-03-19,23583
2022,2022-03,2022-03-18,34958
2022,2022-03,2022-03-17,39301
2022,2022-03,2022-03-16,42433
2022,2022-03,2022-03-15,65932
2022,2022-03,2022-03-14,93389
2022,2022-03,2022-03-13,18060
2022,2022-03,2022-03-12,21450
2022,2022-03,2022-03-11,28587
2022,2022-03,2022-03-10,37529
2022,2022-03,2022-03-09,38181
2022,2022-03,2022-03-08,45743
2022,2022-03,2022-03-07,41514
2022,2022-03,2022-03-06,91338
2022,2022-03,2022-03-05,94516
2022,2022-03,2022-03-04,28934
2022,2022-03,2022-03-03,44448
2022,2022-03,2022-03-02,36418
2022,2022-03,2022-03-01,57917
2022,2022-02,2022-02-28,52064
2022,2022-02,2022-02-27,140717
2022,2022-02,2022-02-26,35745
2022,2022-02,2022-02-25,20549
2022,2022-02,2022-02-24,23449
2022,2022-02,2022-02-23,34696
2022,2022-02,2022-02-22,21270
2022,2022-02,2022-02-21,30006
2022,2022-02,2022-02-20,27814
2022,2022-02,2022-02-19,39383
2022,2022-02,2022-02-18,85577
2022,2022-02,2022-02-17,62698
2022,2022-02,2022-02-16,30968
2022,2022-02,2022-02-15,36892
2022,2022-02,2022-02-14,28406
2022,2022-02,2022-02-13,55497
2022,2022-02,2022-02-12,51257
2022,2022-02,2022-02-11,50414
2022,2022-02,2022-02-10,28268
2022,2022-02,2022-02-09,20146
2022,2022-02,2022-02-08,18747
2022,2022-02,2022-02-07,24014
2022,2022-02,2022-02-06,37595
2022,2022-02,2022-02-05,49367
2022,2022-02,2022-02-04,20079
2022,2022-02,2022-02-03,22291
2022,2022-02,2022-02-02,25713
2022,2022-02,2022-02-01,38173
2022,2022-01,2022-01-31,69379
2022,2022-01,2022-01-30,45044
2022,2022-01,2022-01-29,45830
2022,2022-01,2022-01-28,123265
2022,2022-01,2022-01-27,44345
2022,2022-01,2022-01-26,32247
2022,2022-01,2022-01-25,22042
2022,2022-01,2022-01-24,29839
2022,2022-01,2022-01-23,38105
2022,2022-01,2022-01-22,16310
2022,2022-01,2022-01-21,23079
2022,2022-01,2022-01-20,17995
2022,2022-01,2022-01-19,18191
2022,2022-01,2022-01-18,21588
2022,2022-01,2022-01-17,33459
2022,2022-01,2022-01-16,29859
2022,2022-01,2022-01-15,19922
2022,2022-01,2022-01-14,23654
2022,2022-01,2022-01-13,13046
2022,2022-01,2022-01-12,11715
2022,2022-01,2022-01-11,14022
2022,2022-01,2022-01-10,19405
2022,2022-01,2022-01-09,19037
2022,2022-01,2022-01-08,14406
2022,2022-01,2022-01-07,22098
2022,2022-01,2022-01-06,18180
2022,2022-01,2022-01-05,33506
2022,2022-01,2022-01-04,46441
2022,2022-01,2022-01-03,26969
2022,2022-01,2022-01-02,28568
2022,2022-01,2022-01-01,30464
2021,2021-12,2021-12-31,27179
2021,2021-12,2021-12-30,30476
2021,2021-12,2021-12-29,38443
2021,2021-12,2021-12-28,30405
2021,2021-12,2021-12-27,34414
2021,2021-12,2021-12-26,22923
2021,2021-12,2021-12-25,21803
2021,2021-12,2021-12-24,38138
2021,2021-12,2021-12-23,46206
2021,2021-12,2021-12-22,66813
2021,2021-12,2021-12-21,54336
2021,2021-12,2021-12-20,49470
2021,2021-12,2021-12-19,44658
2021,2021-12,2021-12-18,57135
2021,2021-12,2021-12-17,79127
2021,2021-12,2021-12-16,79699
