date,bones_nobones,url,id
1/22/2022,No bones,https://www.tiktok.com/@jongraz/video/7056051376929066287,7056051376929066287
1/21/2022,Bones!,https://www.tiktok.com/@jongraz/video/7055678935107030319,7055678935107030319
1/18/2022,No bones,https://www.tiktok.com/@jongraz/video/705457600349412075,705457600349412075
1/19/2022,Bones!,https://www.tiktok.com/@jongraz/video/7054939278937165102,7054939278937165102
1/16/2022,No bones,https://www.tiktok.com/@jongraz/video/7053837902991658287,7053837902991658287
1/15/2022,Bones!,https://www.tiktok.com/@jongraz/video/7053454719641029934,7053454719641029934
1/13/2022,Bones!,https://www.tiktok.com/@jongraz/video/7052341674634235183,7052341674634235183
1/11/2022,No bones,https://www.tiktok.com/@jongraz/video/7051972968347503919,7051972968347503919
1/7/2022,Bones!,https://www.tiktok.com/@jongraz/video/7050491114775842095,7050491114775842095
1/3/2022,No bones,https://www.tiktok.com/@jongraz/video/7048998918729764102,7048998918729764102
1/1/2022,Bones!,https://www.tiktok.com/@jongraz/video/7048271702387739910,7048271702387739910
12/31/2021,No bones,https://www.tiktok.com/@jongraz/video/7047890544210496773,7047890544210496773
12/28/2021,No bones,https://www.tiktok.com/@jongraz/video/7046779675493895430,7046779675493895430
12/25/2021,Bones!,https://www.tiktok.com/@jongraz/video/7045657418432285957,7045657418432285957
12/23/2021,Bones!,https://www.tiktok.com/@jongraz/video/7044925508760407302,7044925508760407302
12/21/2021,Bones!,https://www.tiktok.com/@jongraz/video/7044174342799789318,7044174342799789318
12/20/2021,No bones,https://www.tiktok.com/@jongraz/video/7043809322018557189,7043809322018557189
12/18/2021,Bones!,https://www.tiktok.com/@jongraz/video/7043061913114119429,7043061913114119429
12/16/2021,Bones!,https://www.tiktok.com/@jongraz/video/7042308571643514118,7042308571643514118
12/15/2021,Bones!,https://www.tiktok.com/@jongraz/video/7041944285268184325,7041944285268184325
12/13/2021,No bones,https://www.tiktok.com/@jongraz/video/7041221365935934725,7041221365935934725
12/12/2021,No bones,https://www.tiktok.com/@jongraz/video/7040833887395712261,7040833887395712261
12/10/2021,Bones!,https://www.tiktok.com/@jongraz/video/7040088885635894533,7040088885635894533
12/9/2021,Bones!,https://www.tiktok.com/@jongraz/video/7039717595007683845,7039717595007683845
12/8/2021,No bones,https://www.tiktok.com/@jongraz/video/7039331413455490350,7039331413455490350
12/6/2021,No bones,https://www.tiktok.com/@jongraz/video/7038604400016837893,7038604400016837893
12/4/2021,No bones,https://www.tiktok.com/@jongraz/video/7037869076139543813,7037869076139543813
12/3/2021,Bones!,https://www.tiktok.com/@jongraz/video/7037487216548924678,7037487216548924678
12/2/2021,Bones!,https://www.tiktok.com/@jongraz/video/7037119231531470086,7037119231531470086
11/30/2021,No bones,https://www.tiktok.com/@jongraz/video/7036373611187277061,7036373611187277061
11/29/2021,No bones,https://www.tiktok.com/@jongraz/video/7036002855471418629,7036002855471418629
11/27/2021,No bones,https://www.tiktok.com/@jongraz/video/7035264187450412293,7035264187450412293
11/25/2021,Bones!,https://www.tiktok.com/@jongraz/video/7034536859455819013,7034536859455819013
11/24/2021,Bones!,https://www.tiktok.com/@jongraz/video/7034153718278933765,7034153718278933765
11/23/2021,No bones,https://www.tiktok.com/@jongraz/video/7033774353791601926,7033774353791601926
11/22/2021,Bones!,https://www.tiktok.com/@jongraz/video/7033413331775950085,7033413331775950085
11/21/2021,Bones!,https://www.tiktok.com/@jongraz/video/7033034538523610373,7033034538523610373
11/19/2021,No bones,https://www.tiktok.com/@jongraz/video/7032301423278738694,7032301423278738694
11/18/2021,Bones!,https://www.tiktok.com/@jongraz/video/7031918628782017798,7031918628782017798
11/16/2021,Bones!,https://www.tiktok.com/@jongraz/video/7031187804289912069,7031187804289912069
11/15/2021,Bones!,https://www.tiktok.com/@jongraz/video/7030808551417236741,7030808551417236741
11/12/2021,No bones,https://www.tiktok.com/@jongraz/video/7029702975224417541,7029702975224417541
11/11/2021,No bones,https://www.tiktok.com/@jongraz/video/7029337289553693958,7029337289553693958
11/9/2021,Bones!,https://www.tiktok.com/@jongraz/video/7028597285869128966,7028597285869128966
11/8/2021,Bones!,https://www.tiktok.com/@jongraz/video/7028212495621934342,7028212495621934342
11/7/2021,No bones,https://www.tiktok.com/@jongraz/video/7027831943009930502,7027831943009930502
