date,bones_nobones,url,id
11/5/2021,Bones!,https://www.tiktok.com/@jongraz/video/7027092093080325382,7027092093080325382
11/4/2021,Bones!,https://www.tiktok.com/@jongraz/video/7026722598096538886,7026722598096538886
11/3/2021,Bones!,https://www.tiktok.com/@jongraz/video/7026343071839276294,7026343071839276294
11/2/2021,No bones,https://www.tiktok.com/@jongraz/video/7025988024450223366,7025988024450223366
11/1/2021,No bones,https://www.tiktok.com/@jongraz/video/7025602864663907590,7025602864663907590
10/31/2021,Bones!,https://www.tiktok.com/@jongraz/video/7025224724321946885,7025224724321946885
10/28/2021,Bones!,https://www.tiktok.com/@jongraz/video/7024110833995205893,7024110833995205893
10/26/2021,No bones,https://www.tiktok.com/@jongraz/video/7023371588124921093,7023371588124921093
10/25/2021,Bones!,https://www.tiktok.com/@jongraz/video/7023004798215539973,7023004798215539973
10/23/2021,Bones!,https://www.tiktok.com/@jongraz/video/7022251358833118469,7022251358833118469
10/22/2021,No bones,https://www.tiktok.com/@jongraz/video/7021895192559111430,7021895192559111430
10/21/2021,No bones,https://www.tiktok.com/@jongraz/video/7021511892824820997,7021511892824820997
10/20/2021,Bones!,https://www.tiktok.com/@jongraz/video/7021172359386172678,7021172359386172678
10/19/2021,No bones,https://www.tiktok.com/@jongraz/video/7020772470017887494,7020772470017887494
10/18/2021,Bones!,https://www.tiktok.com/@jongraz/video/7020411242749758725,7020411242749758725
10/17/2021,No bones,https://www.tiktok.com/@jongraz/video/7020027193216503046,7020027193216503046
10/16/2021,Bones!,https://www.tiktok.com/@jongraz/video/7019702064829697285,7019702064829697285
10/15/2021,Bones!,https://www.tiktok.com/@jongraz/video/7019298458678856965,7019298458678856965
10/14/2021,No bones,https://www.tiktok.com/@jongraz/video/7018925390118784262,7018925390118784262
10/13/2021,No bones,https://www.tiktok.com/@jongraz/video/7018544878183320837,7018544878183320837
10/11/2021,Bones!,https://www.tiktok.com/@jongraz/video/7017803606308965637,7017803606308965637
10/9/2021,No bones,https://www.tiktok.com/@jongraz/video/7017075369505213702,7017075369505213702
10/7/2021,Bones!,https://www.tiktok.com/@jongraz/video/7016326380820401414,7016326380820401414
10/4/2021,No bones,https://www.tiktok.com/@jongraz/video/7015223171011857670,7015223171011857670
10/1/2021,Bones!,https://www.tiktok.com/@jongraz/video/7014096448493079814,7014096448493079814
9/29/2021,No bones,https://www.tiktok.com/@jongraz/video/7013363016121044229,7013363016121044229
9/22/2021,No bones,https://www.tiktok.com/@jongraz/video/7010754857476885766,7010754857476885766
9/14/2021,Bones!,https://www.tiktok.com/@jongraz/video/7007786296059940101,7007786296059940101
9/5/2021,No bones,https://www.tiktok.com/@jongraz/video/7004453353946189062,7004453353946189062
8/21/2021,No bones,https://www.tiktok.com/@jongraz/video/6998871742793993478,6998871742793993478
8/13/2021,No bones,https://www.tiktok.com/@jongraz/video/6995925135182056709,6995925135182056709
3/11/2021,No bones,https://www.tiktok.com/@jongraz/video/6938547829673626885,6938547829673626885
