LOG_ID,STR_NBR,STR_FRAC,STR_DIR,STR_NAME,STR_SUFF,STR_SUFF_DIR,STR_UNIT,ZIP_CODE
34072,665,,W,24TH,ST,,103,90731
34073,665,,W,24TH,ST,,104,90731
34074,665,,W,24TH,ST,,205,90731
34075,665,,W,24TH,ST,,206,90731
34076,665,,W,24TH,ST,,207,90731
34077,665,,W,24TH,ST,,208,90731
34078,665,,W,24TH,ST,,213,90731
34079,665,,W,24TH,ST,,309,90731
34080,665,,W,24TH,ST,,310,90731
34081,665,,W,24TH,ST,,311,90731
34082,665,,W,24TH,ST,,312,90731
34083,665,,W,24TH,ST,,315,90731
34071,665,,W,24TH,ST,,,90731
25781,164,,E,63RD,AVE,,1A,90293
30455,164,,E,63RD,AVE,,2A,90293
30454,164,,E,63RD,AVE,,3A,90293
30456,164,,E,63RD,AVE,,4A,90293
25780,16,,E,66TH,AVE,,1,90293
30449,16,,E,66TH,AVE,,2,90293
30450,16,,E,66TH,AVE,,3,90293
30451,16,,E,66TH,AVE,,4,90293
30453,16,,E,66TH,AVE,,5,90293
30452,16,,E,66TH,AVE,,6,90293
26198,11611,,W,ACAMA,ST,,,91604
32640,11615,,W,ACAMA,ST ,,,91604
32641,11617,,W,ACAMA,ST ,,,91604
32642,11619,,W,ACAMA,ST ,,,91604
32643,11621,,W,ACAMA,ST ,,,91604
32644,11625,,W,ACAMA,ST ,,,91604
32645,11629,,W,ACAMA,ST ,,,91604
26207,11645,,W,ACAMA,ST,,1,91604
32693,11645,,W,ACAMA,ST,,2,91604
32694,11645,,W,ACAMA,ST,,3,91604
32688,11645,,W,ACAMA,ST,,4,91604
32691,11645,,W,ACAMA,ST,,5,91604
32692,11645,,W,ACAMA,ST,,6,91604
32689,11645,,W,ACAMA,ST,,7,91604
32690,11645,,W,ACAMA,ST,,8,91604
25586,14319,,W,ADDISON,ST,,,91423
26374,13220,,W,ADMIRAL,AVE,,A,90290
33719,13220,,W,ADMIRAL,AVE,,B,90290
33718,13220,,W,ADMIRAL,AVE,,C,90290
33717,13220,,W,ADMIRAL,AVE,,D,90290
33716,13220,,W,ADMIRAL,AVE,,F,90290
33715,13220,,W,ADMIRAL,AVE,,G,90290
33713,13220,,W,ADMIRAL,AVE,,H,90290
33714,13220,,W,ADMIRAL,AVE,,J,90290
26373,13222,,W,ADMIRAL,AVE,,A,90292
33707,13222,,W,ADMIRAL,AVE,,B,90292
33708,13222,,W,ADMIRAL,AVE,,C,90292
33709,13222,,W,ADMIRAL,AVE,,D,90292
33710,13222,,W,ADMIRAL,AVE,,F,90292
33711,13222,,W,ADMIRAL,AVE,,G,90292
33712,13222,,W,ADMIRAL,AVE,,H,90292
26372,13224,,W,ADMIRAL,AVE,,A,90292
33700,13224,,W,ADMIRAL,AVE,,B,90292
33706,13224,,W,ADMIRAL,AVE,,C,90292
33701,13224,,W,ADMIRAL,AVE,,D,90292
33702,13224,,W,ADMIRAL,AVE,,F,90292
33703,13224,,W,ADMIRAL,AVE,,G,90292
33704,13224,,W,ADMIRAL,AVE,,H,90292
33705,13224,,W,ADMIRAL,AVE,,J,90292
26370,13225,,W,ADMIRAL,AVE,,A,90292
33684,13225,,W,ADMIRAL,AVE,,B,90292
33685,13225,,W,ADMIRAL,AVE,,C,90292
33686,13225,,W,ADMIRAL,AVE,,D,90292
33687,13225,,W,ADMIRAL,AVE,,F,90292
33688,13225,,W,ADMIRAL,AVE,,G,90292
33682,13225,,W,ADMIRAL,AVE,,H,90292
33683,13225,,W,ADMIRAL,AVE,,J,90292
26371,13226,,W,ADMIRAL,AVE,,A,90292
33697,13226,,W,ADMIRAL,AVE,,B,90292
33699,13226,,W,ADMIRAL,AVE,,C,90292
33698,13226,,W,ADMIRAL,AVE,,D,90292
33694,13226,,W,ADMIRAL,AVE,,F,90292
33695,13226,,W,ADMIRAL,AVE,,G,90292
33693,13226,,W,ADMIRAL,AVE,,H,90292
33692,13226,,W,ADMIRAL,AVE,,J,90292
33696,13226,,W,ADMIRAL,AVE,,K,90292
33689,13226,,W,ADMIRAL,AVE,,L,90292
33690,13226,,W,ADMIRAL,AVE,,M,90292
33691,13226,,W,ADMIRAL,AVE,,N,90292
25667,7905,,N,AGNES,AVE,,1,91605
29650,7905,,N,AGNES,AVE,,10,91605
29651,7905,,N,AGNES,AVE,,11,91605
29652,7905,,N,AGNES,AVE,,12,91605
29656,7905,,N,AGNES,AVE,,2,91605
29655,7905,,N,AGNES,AVE,,3,91605
29654,7905,,N,AGNES,AVE,,4,91605
29653,7905,,N,AGNES,AVE,,5,91605
29646,7905,,N,AGNES,AVE,,6,91605
29647,7905,,N,AGNES,AVE,,7,91605
29648,7905,,N,AGNES,AVE,,8,91605
29649,7905,,N,AGNES,AVE,,9,91605
25757,4305,,S,ALLA,ROAD,,1,90292
30158,4305,,S,ALLA,ROAD,,2,90292
30157,4305,,S,ALLA,ROAD,,3,90292
30156,4305,,S,ALLA,ROAD,,4,90292
30155,4305,,S,ALLA,ROAD,,5,90292
30154,4305,,S,ALLA,ROAD,,6,90292
30153,4305,,S,ALLA,ROAD,,7,90292
30152,4305,,S,ALLA,ROAD,,8,90292
25756,4317,,S,ALLA,ROAD,,1,90292
30151,4317,,S,ALLA,ROAD,,2,90292
30150,4317,,S,ALLA,ROAD,,3,90292
30149,4317,,S,ALLA,ROAD,,4,90292
25755,4321,,S,ALLA,ROAD,,1,90292
30148,4321,,S,ALLA,ROAD,,2,90292
30147,4321,,S,ALLA,ROAD,,3,90292
30146,4321,,S,ALLA,ROAD,,4,90292
25754,4333,,S,ALLA,ROAD,,1,90292
30144,4333,,S,ALLA,ROAD,,2,90292
30143,4333,,S,ALLA,ROAD,,3,90292
30145,4333,,S,ALLA,ROAD,,4,90292
30140,4335,,S,ALLA,ROAD,,2,90202
30139,4335,,S,ALLA,ROAD,,3,90202
30138,4335,,S,ALLA,ROAD,,4,90202
30137,4335,,S,ALLA,ROAD,,5,90202
30136,4335,,S,ALLA,ROAD,,6,90202
25751,4335,,S,ALLA,ROAD,,6,90202
30141,4335,,S,ALLA,ROAD,,7,90202
30142,4335,,S,ALLA,ROAD,,8,90202
25742,4339,,S,ALLA,ROAD,,1,90292
30057,4339,,S,ALLA,ROAD,,2,90292
30056,4339,,S,ALLA,ROAD,,3,90292
30055,4339,,S,ALLA,ROAD,,4,90292
30054,4339,,S,ALLA,ROAD,,5,90292
25735,4351,,S,ALLA,ROAD,,1,90292
30024,4351,,S,ALLA,ROAD,,2,90292
30025,4351,,S,ALLA,ROAD,,3,90292
30026,4351,,S,ALLA,ROAD,,4,90292
30028,4351,,S,ALLA,ROAD,,5,90292
30027,4351,,S,ALLA,ROAD,,6,90292
30029,4351,,S,ALLA,ROAD,,7,90292
30023,4351,,S,ALLA,ROAD,,8,90292
30030,4351,,S,ALLA,ROAD,,9,90292
25733,4357,,S,ALLA,ROAD,,1,90292
30015,4357,,S,ALLA,ROAD,,2,90292
30012,4357,,S,ALLA,ROAD,,3,90292
30013,4357,,S,ALLA,ROAD,,4,90292
30014,4357,,S,ALLA,ROAD,,5,90292
29966,4365,,S,ALLA,ROAD,,2,90292
29965,4365,,S,ALLA,ROAD,,3,90292
29970,4365,,S,ALLA,ROAD,,4,90292
29969,4365,,S,ALLA,ROAD,,5,90292
29968,4365,,S,ALLA,ROAD,,6,90292
29967,4365,,S,ALLA,ROAD,,7,90292
29964,4365,,S,ALLA,ROAD,,8,90292
26322,4411,,S,ALLA,ROAD,,1,90292
33386,4411,,S,ALLA,ROAD,,2,90292
33387,4411,,S,ALLA,ROAD,,3,90292
33388,4411,,S,ALLA,ROAD,,4,90292
26320,4415,,S,ALLA,ROAD,,1,90292
33373,4415,,S,ALLA,ROAD,,2,90292
33374,4415,,S,ALLA,ROAD,,3,90292
33375,4415,,S,ALLA,ROAD,,4,90292
33376,4415,,S,ALLA,ROAD,,5,90292
26321,4421,,S,ALLA,ROAD,,1,90292
33381,4421,,S,ALLA,ROAD,,10,90292
33385,4421,,S,ALLA,ROAD,,2,90292
33384,4421,,S,ALLA,ROAD,,3,90292
33383,4421,,S,ALLA,ROAD,,4,90292
33380,4421,,S,ALLA,ROAD,,5,90292
33377,4421,,S,ALLA,ROAD,,6,90292
33378,4421,,S,ALLA,ROAD,,7,90292
33379,4421,,S,ALLA,ROAD,,8,90292
33382,4421,,S,ALLA,ROAD,,9,90292
26319,4425,,S,ALLA,ROAD,,1,90292
33367,4425,,S,ALLA,ROAD,,10,90292
33364,4425,,S,ALLA,ROAD,,2,90292
33365,4425,,S,ALLA,ROAD,,3,90292
33366,4425,,S,ALLA,ROAD,,4,90292
33372,4425,,S,ALLA,ROAD,,5,90292
33371,4425,,S,ALLA,ROAD,,6,90292
33370,4425,,S,ALLA,ROAD,,7,90292
33369,4425,,S,ALLA,ROAD,,8,90292
33368,4425,,S,ALLA,ROAD,,9,90292
26318,4429,,S,ALLA,ROAD,,1,90292
33363,4429,,S,ALLA,ROAD,,2,90292
33362,4429,,S,ALLA,ROAD,,3,90292
33361,4429,,S,ALLA,ROAD,,4,90292
33360,4429,,S,ALLA,ROAD,,5,90292
26317,4433,,S,ALLA,ROAD,,1,90292
33356,4433,,S,ALLA,ROAD,,2,90292
33359,4433,,S,ALLA,ROAD,,3,90292
33358,4433,,S,ALLA,ROAD,,4,90292
33357,4433,,S,ALLA,ROAD,,5,90292
26308,4435,,S,ALLA,ROAD,,1,90292
33315,4435,,S,ALLA,ROAD,,2,90292
33317,4435,,S,ALLA,ROAD,,3,90292
33316,4435,,S,ALLA,ROAD,,4,90292
26306,4437,,S,ALLA,ROAD,,1,90292
33307,4437,,S,ALLA,ROAD,,2,90292
33306,4437,,S,ALLA,ROAD,,3,90292
33305,4437,,S,ALLA,ROAD,,4,90292
33308,4437,,S,ALLA,ROAD,,5,90292
33309,4437,,S,ALLA,ROAD,,6,90292
26305,4501,,S,ALLA,ROAD,,1,90292
33300,4501,,S,ALLA,ROAD,,2,90292
33301,4501,,S,ALLA,ROAD,,3,90292
33302,4501,,S,ALLA,ROAD,,4,90292
33303,4501,,S,ALLA,ROAD,,5,90292
33304,4501,,S,ALLA,ROAD,,6,90292
26304,4507,,S,ALLA,ROAD,,1,90292
33299,4507,,S,ALLA,ROAD,,2,90292
33298,4507,,S,ALLA,ROAD,,3,90292
33297,4507,,S,ALLA,ROAD,,4,90292
33296,4507,,S,ALLA,ROAD,,5,90292
33295,4507,,S,ALLA,ROAD,,6,90292
26302,4515,,S,ALLA,ROAD,,1,90292
33287,4515,,S,ALLA,ROAD,,2,90292
33288,4515,,S,ALLA,ROAD,,3,90292
33289,4515,,S,ALLA,ROAD,,4,90292
33286,4515,,S,ALLA,ROAD,,5,90292
33285,4515,,S,ALLA,ROAD,,6,90292
26303,4521,,S,ALLA,ROAD,,1,90292
33291,4521,,S,ALLA,ROAD,,2,90292
33294,4521,,S,ALLA,ROAD,,3,90292
33293,4521,,S,ALLA,ROAD,,4,90292
33290,4521,,S,ALLA,ROAD,,5,90292
33292,4521,,S,ALLA,ROAD,,6,90292
26285,4527,,S,ALLA,ROAD,,1,90292
33201,4527,,S,ALLA,ROAD,,2,90292
33200,4527,,S,ALLA,ROAD,,3,90292
33204,4527,,S,ALLA,ROAD,,4,90292
33203,4527,,S,ALLA,ROAD,,5,90292
33202,4527,,S,ALLA,ROAD,,6,90292
26287,4541,,S,ALLA,ROAD,,1,90292
33210,4541,,S,ALLA,ROAD,,2,90292
33211,4541,,S,ALLA,ROAD,,3,90292
33212,4541,,S,ALLA,ROAD,,4,90292
33213,4541,,S,ALLA,ROAD,,5,90292
33214,4541,,S,ALLA,ROAD,,6,90292
26286,4549,,S,ALLA,ROAD,,1,90292
33205,4549,,S,ALLA,ROAD,,2,90292
33206,4549,,S,ALLA,ROAD,,3,90292
33207,4549,,S,ALLA,ROAD,,4,90292
33208,4549,,S,ALLA,ROAD,,5,90292
33209,4549,,S,ALLA,ROAD,,6,90292
26295,4555,,S,ALLA,ROAD,,1,90292
33250,4555,,S,ALLA,ROAD,,2,90292
33249,4555,,S,ALLA,ROAD,,3,90292
33251,4555,,S,ALLA,ROAD,,4,90292
26294,4561,,S,ALLA,ROAD,,1,90292
33246,4561,,S,ALLA,ROAD,,2,90292
33247,4561,,S,ALLA,ROAD,,3,90292
33248,4561,,S,ALLA,ROAD,,4,90292
26293,4601,,S,ALLA,ROAD,,1,90292
33243,4601,,S,ALLA,ROAD,,2,90292
33245,4601,,S,ALLA,ROAD,,3,90292
33244,4601,,S,ALLA,ROAD,,4,90292
26292,4609,,S,ALLA,ROAD,,1,90292
33242,4609,,S,ALLA,ROAD,,2,90292
33241,4609,,S,ALLA,ROAD,,3,90292
33240,4609,,S,ALLA,ROAD,,4,90292
26290,4617,,S,ALLA,ROAD,,1,90292
33228,4617,,S,ALLA,ROAD,,2,90292
33229,4617,,S,ALLA,ROAD,,3,90292
33230,4617,,S,ALLA,ROAD,,4,90292
33231,4617,,S,ALLA,ROAD,,5,90292
26291,4631,,S,ALLA,ROAD,,1,90292
33234,4631,,S,ALLA,ROAD,,2,90292
33232,4631,,S,ALLA,ROAD,,3,90292
33233,4631,,S,ALLA,ROAD,,4,90292
33236,4631,,S,ALLA,ROAD,,5,90292
33235,4631,,S,ALLA,ROAD,,6,90292
33237,4631,,S,ALLA,ROAD,,7,90292
33238,4631,,S,ALLA,ROAD,,8,90292
33239,4631,,S,ALLA,ROAD,,9,90292
26288,4634,,S,ALLA,ROAD,,1,90292
33215,4634,,S,ALLA,ROAD,,2,90292
33219,4634,,S,ALLA,ROAD,,3,90292
33218,4634,,S,ALLA,ROAD,,4,90292
33217,4634,,S,ALLA,ROAD,,5,90292
33216,4634,,S,ALLA,ROAD,,6,90292
26289,4640,,S,ALLA,ROAD,,1,90292
33220,4640,,S,ALLA,ROAD,,2,90292
33221,4640,,S,ALLA,ROAD,,3,90292
33222,4640,,S,ALLA,ROAD,,4,90292
33226,4640,,S,ALLA,ROAD,,5,90292
33227,4640,,S,ALLA,ROAD,,6,90292
33224,4640,,S,ALLA,ROAD,,7,90292
33225,4640,,S,ALLA,ROAD,,8,90292
33223,4640,,S,ALLA,ROAD,,9,90292
26423,1212,,S,ALMA,ST,,1,90731
34107,1212,,S,ALMA,ST,,10,90731
34104,1212,,S,ALMA,ST,,2,90731
34105,1212,,S,ALMA,ST,,3,90731
34106,1212,,S,ALMA,ST,,4,90731
34112,1212,,S,ALMA,ST,,5,90731
34108,1212,,S,ALMA,ST,,6,90731
34109,1212,,S,ALMA,ST,,7,90731
34110,1212,,S,ALMA,ST,,8,90731
34111,1212,,S,ALMA,ST,,9,90731
25495,1424,,S,AMHERST,AVE,,101,90025
28504,1424,,S,AMHERST,AVE,,102,90025
28491,1424,,S,AMHERST,AVE,,104,90025
28492,1424,,S,AMHERST,AVE,,105,90025
28493,1424,,S,AMHERST,AVE,,201,90025
28494,1424,,S,AMHERST,AVE,,202,90025
28495,1424,,S,AMHERST,AVE,,204,90025
28496,1424,,S,AMHERST,AVE,,205,90025
28497,1424,,S,AMHERST,AVE,,206,90025
28498,1424,,S,AMHERST,AVE,,207,90025
28499,1424,,S,AMHERST,AVE,,301,90025
28500,1424,,S,AMHERST,AVE,,302,90025
28501,1424,,S,AMHERST,AVE,,303,90025
28502,1424,,S,AMHERST,AVE,,304,90025
28503,1424,,S,AMHERST,AVE,,305,90025
28490,1424,,S,AMHERST,AVE,,306,90025
34557,1342,,S,AMHERST ,AVE,,,90025
26180,11150,,W,AQUA VISTA,ST,,66,91602
32564,11150,,W,AQUA VISTA,ST,,67,91602
32565,11150,,W,AQUA VISTA,ST,,68,91602
32566,11150,,W,AQUA VISTA,ST,,69,91602
32567,11150,,W,AQUA VISTA,ST,,70,91602
32568,11150,,W,AQUA VISTA,ST,,71,91602
32569,11150,,W,AQUA VISTA,ST,,72,91602
32570,11150,,W,AQUA VISTA,ST,,73,91602
32546,11177,,W,AQUA VISTA,ST,,,91602
32547,11179,,W,AQUA VISTA,ST,,,91602
32548,11181,,W,AQUA VISTA,ST,,,91602
32549,11183,,W,AQUA VISTA,ST,,,91602
32550,11185,,W,AQUA VISTA,ST,,,91602
32551,11187,,W,AQUA VISTA,ST,,,91602
32552,11189,,W,AQUA VISTA,ST,,,91602
26176,11191,,W,AQUA VISTA,ST,,,91602
25497,1605,,S,ARMACOST,AVE,,101,90025
28535,1605,,S,ARMACOST,AVE,,102,90025
28520,1605,,S,ARMACOST,AVE,,103,90025
28521,1605,,S,ARMACOST,AVE,,104,90025
28522,1605,,S,ARMACOST,AVE,,105,90025
28523,1605,,S,ARMACOST,AVE,,106,90025
28524,1605,,S,ARMACOST,AVE,,107,90025
28525,1605,,S,ARMACOST,AVE,,108,90025
28526,1605,,S,ARMACOST,AVE,,109,90025
28527,1605,,S,ARMACOST,AVE,,110,90025
28528,1605,,S,ARMACOST,AVE,,111,90025
28529,1605,,S,ARMACOST,AVE,,112,90025
28530,1605,,S,ARMACOST,AVE,,113,90025
28531,1605,,S,ARMACOST,AVE,,201,90025
28532,1605,,S,ARMACOST,AVE,,202,90025
28533,1605,,S,ARMACOST,AVE,,203,90025
28534,1605,,S,ARMACOST,AVE,,204,90025
28519,1605,,S,ARMACOST,AVE,,205,90025
28933,2840,,N,AVENEL,ST,,,90039
28927,2844,,N,AVENEL,ST,,,90039
28928,2846,,N,AVENEL,ST,,,90039
28929,2848,,N,AVENEL,ST,,,90039
25562,2850,,N,AVENEL,ST,,,90039
25564,2974,,W,AVENEL,TER,,,90039
28934,2976,,N,AVENEL,TER,,,90039
28935,2978,,N,AVENEL,TER,,,90039
25563,2982,,W,AVENEL,TER,,,90039
28930,2984,,N,AVENEL,TER,,,90039
28931,2986,,N,AVENEL,TER,,,90039
28932,2988,,N,AVENEL,TER,,,90039
25627,322,,N,AVENUE 66,,,1,90042
29445,322,,N,AVENUE 66,,,10,90042
29449,322,,N,AVENUE 66,,,2,90042
29453,322,,N,AVENUE 66,,,3,90042
29446,322,,N,AVENUE 66,,,4,90042
29448,322,,N,AVENUE 66,,,5,90042
29452,322,,N,AVENUE 66,,,6,90042
29451,322,,N,AVENUE 66,,,7,90042
29450,322,,N,AVENUE 66,,,8,90042
29447,322,,N,AVENUE 66,,,9,90042
29454,322,,N,AVENUE 66,#5,,,90042
29460,322,,N,AVENUE 66,#7,,,90042
25628,322,,N,AVENUE 66,,,,90042
29461,322,,N,AVENUE 66,#8,,,90042
29455,322,,N,AVENUE 66,#2,,,90042
29458,322,,N,AVENUE 66,#10,,,90042
29457,322,,N,AVENUE 66,#4,,,90042
29459,322,,N,AVENUE 66,#6,,,90042
29456,322,,N,AVENUE 66,#3,,,90042
29462,322,,N,AVENUE 66,#9,,,90042
25629,514,,N,AVENUE 66,,,,90042
29465,514,,N,AVENUE 66,#4,,,90042
29463,514,,N,AVENUE 66,#2,,,90042
29464,514,,N,AVENUE 66,#3,,,90042
25467,4312,,N,BABCOCK,AVE,,1,91604
28165,4312,,N,BABCOCK,AVE,,2,91604
28164,4312,,N,BABCOCK,AVE,,3,91604
28163,4312,,N,BABCOCK,AVE,,4,91604
28162,4312,,N,BABCOCK,AVE,,5,91604
28166,4312,,N,BABCOCK,AVE,,6,91604
25978,4828,,N,BALBOA,AVE,,A,91316
31545,4828,,N,BALBOA,AVE,,B,91316
31546,4830,,N,BALBOA,AVE,,A,91316
31547,4830,,N,BALBOA,AVE,,B,91316
31548,4832,,N,BALBOA,AVE,,A,91316
31549,4832,,N,BALBOA,AVE,,B,91316
31550,4834,,N,BALBOA,AVE,,A,91316
31551,4834,,N,BALBOA,AVE,,B,91316
31552,4836,,N,BALBOA,AVE,,A,91316
31553,4836,,N,BALBOA,AVE,,B,91316
25979,5229,,N,BALBOA,BLVD,,1,91316
31583,5229,,N,BALBOA,BLVD,,10,91316
31584,5229,,N,BALBOA,BLVD,,11,91316
31585,5229,,N,BALBOA,BLVD,,12,91316
31586,5229,,N,BALBOA,BLVD,,13,91316
31587,5229,,N,BALBOA,BLVD,,14,91316
31588,5229,,N,BALBOA,BLVD,,15,91316
31589,5229,,N,BALBOA,BLVD,,16,91316
31590,5229,,N,BALBOA,BLVD,,17,91316
31591,5229,,N,BALBOA,BLVD,,18,91316
31592,5229,,N,BALBOA,BLVD,,19,91316
31575,5229,,N,BALBOA,BLVD,,2,91316
31593,5229,,N,BALBOA,BLVD,,20,91316
31594,5229,,N,BALBOA,BLVD,,21,91316
31595,5229,,N,BALBOA,BLVD,,22,91316
31596,5229,,N,BALBOA,BLVD,,23,91316
31597,5229,,N,BALBOA,BLVD,,24,91316
31554,5229,,N,BALBOA,BLVD,,25,91316
31555,5229,,N,BALBOA,BLVD,,26,91316
31556,5229,,N,BALBOA,BLVD,,27,91316
31557,5229,,N,BALBOA,BLVD,,28,91316
31558,5229,,N,BALBOA,BLVD,,29,91316
31576,5229,,N,BALBOA,BLVD,,3,91316
31559,5229,,N,BALBOA,BLVD,,30,91316
31560,5229,,N,BALBOA,BLVD,,31,91316
31561,5229,,N,BALBOA,BLVD,,32,91316
31562,5229,,N,BALBOA,BLVD,,33,91316
31563,5229,,N,BALBOA,BLVD,,34,91316
31564,5229,,N,BALBOA,BLVD,,35,91316
31565,5229,,N,BALBOA,BLVD,,36,91316
31566,5229,,N,BALBOA,BLVD,,37,91316
31567,5229,,N,BALBOA,BLVD,,38,91316
31568,5229,,N,BALBOA,BLVD,,39,91316
31577,5229,,N,BALBOA,BLVD,,4,91316
31569,5229,,N,BALBOA,BLVD,,40,91316
31570,5229,,N,BALBOA,BLVD,,41,91316
31571,5229,,N,BALBOA,BLVD,,42,91316
31572,5229,,N,BALBOA,BLVD,,43,91316
31573,5229,,N,BALBOA,BLVD,,44,91316
31574,5229,,N,BALBOA,BLVD,,45,91316
31578,5229,,N,BALBOA,BLVD,,5,91316
31579,5229,,N,BALBOA,BLVD,,6,91316
31580,5229,,N,BALBOA,BLVD,,7,91316
31581,5229,,N,BALBOA,BLVD,,8,91316
31582,5229,,N,BALBOA,BLVD,,9,91316
25737,6840,,N,BALBOA,BLVD,,101,91406
30035,6840,,N,BALBOA,BLVD,,102,91406
30036,6840,,N,BALBOA,BLVD,,103,91406
30037,6840,,N,BALBOA,BLVD,,104,91406
25739,6840,,N,BALBOA,BLVD,,401,91406
30043,6840,,N,BALBOA,BLVD,,402,91406
30041,6840,,N,BALBOA,BLVD,,403,91406
30042,6840,,N,BALBOA,BLVD,,404,91406
25741,6840,,N,BALBOA,BLVD,,501,91406
30052,6840,,N,BALBOA,BLVD,,502,91406
30051,6840,,N,BALBOA,BLVD,,503,91406
30050,6840,,N,BALBOA,BLVD,,504,91406
30053,6840,,N,BALBOA,BLVD,,505,91406
30047,6840,,N,BALBOA,BLVD,,506,91406
30048,6840,,N,BALBOA,BLVD,,507,91406
30049,6840,,N,BALBOA,BLVD,,508,91406
26484,1827,,S,BARRINGTON,AVE,,101,90025
34490,1827,,S,BARRINGTON,AVE,,102,90025
34477,1827,,S,BARRINGTON,AVE,,103,90025
34478,1827,,S,BARRINGTON,AVE,,104,90025
34479,1827,,S,BARRINGTON,AVE,,105,90025
34480,1827,,S,BARRINGTON,AVE,,106,90025
34481,1827,,S,BARRINGTON,AVE,,107,90025
34482,1827,,S,BARRINGTON,AVE,,108,90025
34483,1827,,S,BARRINGTON,AVE,,201,90025
34484,1827,,S,BARRINGTON,AVE,,202,90025
34485,1827,,S,BARRINGTON,AVE,,203,90025
34486,1827,,S,BARRINGTON,AVE,,204,90025
34487,1827,,S,BARRINGTON,AVE,,205,90025
34488,1827,,S,BARRINGTON,AVE,,206,90025
34489,1827,,S,BARRINGTON,AVE,,207,90025
34476,1827,,S,BARRINGTON,AVE,,208,90025
26485,1801,,S,BARRY,AVE,,,90025
34498,1803,,S,BARRY,AVE,,,90025
34499,1805,,S,BARRY,AVE,,,90025
34500,1807,,S,BARRY,AVE,,,90025
34501,1809,,S,BARRY,AVE,,,90025
34502,1811,,S,BARRY,AVE,,,90025
34503,1813,,S,BARRY,AVE,,,90025
26486,1843,,S,BARRY,AVE,,1,90025
34504,1843,,S,BARRY,AVE,,2,90025
34505,1843,,S,BARRY,AVE,,3,90025
34510,1843,,S,BARRY,AVE,,4,90025
34507,1843,,S,BARRY,AVE,,5,90025
34508,1843,,S,BARRY,AVE,,6,90025
34509,1843,,S,BARRY,AVE,,7,90025
34506,1843,,S,BARRY,AVE,,8,90025
25561,811,,S,BEDFORD,ST,,101,90035
28917,811,,S,BEDFORD,ST,,201,90035
28918,811,,S,BEDFORD,ST,,202,90035
28919,811,,S,BEDFORD,ST,,203,90035
28920,811,,S,BEDFORD,ST,,204,90035
28926,811,,S,BEDFORD,ST,,205,90035
28922,811,,S,BEDFORD,ST,,301,90035
28923,811,,S,BEDFORD,ST,,302,90035
28924,811,,S,BEDFORD,ST,,303,90035
28925,811,,S,BEDFORD,ST,,304,90035
28921,811,,S,BEDFORD,ST,,305,90035
26282,4730,,N,BEN,AVE,,1,91607
26283,4730,,N,BEN,AVE,,15,91607
33190,4730,,N,BEN,AVE,,16,91607
33192,4730,,N,BEN,AVE,,17,91607
33191,4730,,N,BEN,AVE,,18,91607
33189,4730,,N,BEN,AVE,,19,91607
33183,4730,,N,BEN,AVE,,2,91607
26281,4730,,N,BEN,AVE,,20,91607
33181,4730,,N,BEN,AVE,,21,91607
33180,4730,,N,BEN,AVE,,22,91607
33179,4730,,N,BEN,AVE,,23,91607
33176,4730,,N,BEN,AVE,,24,91607
