LOG_ID,STR_NBR,STR_FRAC,STR_DIR,STR_NAME,STR_SUFF,STR_SUFF_DIR,STR_UNIT,ZIP_CODE
26424,1027,,W,11TH,ST,,1,90731
34116,1027,,W,11TH,ST,,10,90731
34113,1027,,W,11TH,ST,,2,90731
34114,1027,,W,11TH,ST,,3,90731
34115,1027,,W,11TH,ST,,4,90731
34121,1027,,W,11TH,ST,,5,90731
34117,1027,,W,11TH,ST,,6,90731
34118,1027,,W,11TH,ST,,7,90731
34119,1027,,W,11TH,ST,,8,90731
34120,1027,,W,11TH,ST,,9,90731
26429,1600,,W,235TH,ST,,A,90710
34136,1600,,W,235TH,ST,,B,90710
34135,1600,,W,235TH,ST,,C,90710
34134,1600,,W,235TH,ST,,D,90710
26468,1601,,W,235TH,ST,,A,90710
34332,1601,,W,235TH,ST,,B,90710
34331,1601,,W,235TH,ST,,C,90710
34330,1601,,W,235TH,ST,,D,90710
26428,1602,,W,235TH,ST,,A,90710
34133,1602,,W,235TH,ST,,B,90710
34132,1602,,W,235TH,ST,,C,90710
34131,1602,,W,235TH,ST,,D,90710
26430,1640,,W,235TH,ST,,A,90710
34137,1640,,W,235TH,ST,,B,90710
34138,1640,,W,235TH,ST,,C,90710
34139,1640,,W,235TH,ST,,D,90710
26456,1641,,W,235TH,ST,,A,90710
34294,1641,,W,235TH,ST,,B,90710
34295,1641,,W,235TH,ST,,C,90710
34296,1641,,W,235TH,ST,,D,90710
26431,1650,,W,235TH,ST,,A,90710
34140,1650,,W,235TH,ST,,B,90710
34141,1650,,W,235TH,ST,,C,90710
34142,1650,,W,235TH,ST,,D,90710
26457,1651,,W,235TH,ST,,A,90710
34297,1651,,W,235TH,ST,,B,90710
34299,1651,,W,235TH,ST,,C,90710
34298,1651,,W,235TH,ST,,D,90710
26440,1601,,W,237TH,ST,,A,90710
34247,1601,,W,237TH,ST,,B,90710
34246,1601,,W,237TH,ST,,C,90710
34248,1601,,W,237TH,ST,,D,90710
26439,1641,,W,237TH,ST,,A,90710
34243,1641,,W,237TH,ST,,B,90710
34244,1641,,W,237TH,ST,,C,90710
34245,1641,,W,237TH,ST,,D,90710
26421,665,,W,24TH,ST,,101,90731
34084,665,,W,24TH,ST,,102,90731
