user_name,video_id,video_desc,video_time,video_duration,n_shares,n_comments,n_plays,video_link,timestamp,date,month,weekday,time,weekstart_timestamp,weekstart,updated_date
jongraz,7050491114775842095,we must HEED THE BONES!! 🔮🦴🔮,1641570386,45,4122,1678,417600,https://www.tiktok.com/@jongraz/video/7050491114775842095?lang=en,2022-01-07 15:46:26.000000,2022-01-07,1,Friday,15:46:26,2022-01-03 15:46:26.000000,2022-01-03,2022-02-10 15:28:01.606582
jongraz,7048998918729764102,noodle is…is he all of us today? I think he may be #noodletok #mondaymotivation,1641222956,46,5531,1910,621200,https://www.tiktok.com/@jongraz/video/7048998918729764102?lang=en,2022-01-03 15:15:56.000000,2022-01-03,1,Monday,15:15:56,2022-01-03 15:15:56.000000,2022-01-03,2022-02-10 15:28:01.606582
jongraz,7048271702387739910,🚨🚨🚨 we needed THIS!! 🔮🦴🎉 #noodletok #newyearsamepug #happynewyear,1641053638,55,11700,2559,791800,https://www.tiktok.com/@jongraz/video/7048271702387739910?lang=en,2022-01-01 16:13:58.000000,2022-01-01,1,Saturday,16:13:58,2021-12-27 16:13:58.000000,2021-12-27,2022-02-10 15:28:01.606582
jongraz,7047890544210496773,your ✨FINAL READING✨ of 2021 🔮🦴🔮,1640964892,59,7085,2550,557900,https://www.tiktok.com/@jongraz/video/7047890544210496773?lang=en,2021-12-31 15:34:52.000000,2021-12-31,12,Friday,15:34:52,2021-12-27 15:34:52.000000,2021-12-27,2022-02-10 15:28:01.606582
jongraz,7046779675493895430,plan or adjust your day accordingly 🔮🦴🔮 #noodletok #bonesday #nobones #magicmeatball,1640706249,55,3696,1299,528900,https://www.tiktok.com/@jongraz/video/7046779675493895430?lang=en,2021-12-28 15:44:09.000000,2021-12-28,12,Tuesday,15:44:09,2021-12-27 15:44:09.000000,2021-12-27,2022-02-10 15:28:01.606582
jongraz,7045657418432285957,have an amazing day everyone and merry christmas to all who celebrate! 🔮🦴🎄 #noodletok #christmasbones #pug,1640444953,59,14200,3114,1100000,https://www.tiktok.com/@jongraz/video/7045657418432285957?lang=en,2021-12-25 15:09:13.000000,2021-12-25,12,Saturday,15:09:13,2021-12-20 15:09:13.000000,2021-12-20,2022-02-10 15:28:01.606582
jongraz,7044925508760407302,it’s a…snow bones day 😉😉😉😉 #noodletok #iceking #kingofwinter,1640274542,58,8641,2181,896100,https://www.tiktok.com/@jongraz/video/7044925508760407302?lang=en,2021-12-23 15:49:02.000000,2021-12-23,12,Thursday,15:49:02,2021-12-20 15:49:02.000000,2021-12-20,2022-02-10 15:28:01.606582
jongraz,7044174342799789318,the Oracle Speaks and we must Listen!! 🔮🦴🔮 #noodletok #pug #rescue,1640099647,44,4129,1712,557500,https://www.tiktok.com/@jongraz/video/7044174342799789318?lang=en,2021-12-21 15:14:07.000000,2021-12-21,12,Tuesday,15:14:07,2021-12-20 15:14:07.000000,2021-12-20,2022-02-10 15:28:01.606582
jongraz,7043809322018557189,your Monday reading 🔮🦴🔮 #noodletok #nobones,1640014659,13,7489,2722,1300000,https://www.tiktok.com/@jongraz/video/7043809322018557189?lang=en,2021-12-20 15:37:39.000000,2021-12-20,12,Monday,15:37:39,2021-12-20 15:37:39.000000,2021-12-20,2022-02-10 15:28:01.606582
jongraz,7043061913114119429,may this set the tone for your weekend 🔮🦴🔮 also the auto captions on this one SLAYED me 😂 #bonesday #nobones #noodletok,1639840639,49,5665,2471,658900,https://www.tiktok.com/@jongraz/video/7043061913114119429?lang=en,2021-12-18 15:17:19.000000,2021-12-18,12,Saturday,15:17:19,2021-12-13 15:17:19.000000,2021-12-13,2022-02-10 15:28:01.606582
