Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,3,,,,2280,,1699,,,0
H5,2018,2018,2018,6,1,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,753,,,,448808,,351837,,,0
H5,2018,2018,2018,6,1,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,46440,,,,59030,,78595,,,0
H5,2018,2018,2018,6,1,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,61,,,,7279,,9697,,,0
H5,2018,2018,2018,6,1,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,17112,,,,33344,,26191,,,0
H5,2018,2018,2018,6,1,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,571,,,,159902,,274169,,,4
H5,2018,2018,2018,6,1,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,543,,,,138295,,313366,,,4
H5,2018,2018,2018,6,1,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,306,,,,108943,,186795,,,6
H5,2018,2018,2018,6,1,1,Import,466,Mali,MLI,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,19,,,,6030,,11770,,,2
H5,2018,2018,2018,6,1,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,28,,,,8400,,61106,,,0
H5,2018,2018,2018,6,1,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,3209,,,,75998,,82770,,,0
H5,2018,2018,2018,6,1,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,262,,,,213863,,270515,,,2
H5,2018,2018,2018,6,1,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,8,,,,5254,,49998,,,2
H5,2018,2018,2018,6,1,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,30,,,,24000,,9509,,,0
H5,2018,2018,2018,6,1,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,4,,,,2937,,6360,,,0
H5,2018,2018,2018,6,1,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,3244,,8645,,,2
H5,2018,2018,2018,6,1,1,Import,508,Mozambique,MOZ,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,35670,,,,184682,,188483,,,0
H5,2018,2018,2018,6,1,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,475353,,272803,,,0
H5,2018,2018,2018,6,1,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,94450,,38527,,,0
H5,2018,2018,2018,6,1,3,Re-Export,512,Oman,OMN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,28200,,25524,,,0
H5,2018,2018,2018,6,1,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,94,,,,33477,,57399,,,6
H5,2018,2018,2018,6,1,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,606,,1374,,,6
H5,2018,2018,2018,6,1,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,65200,,,,21668474,,25550596,,,4
H5,2018,2018,2018,6,1,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2221,,,,738383,,2076863,,,4
H5,2018,2018,2018,6,1,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,1455156,,2495016,,,4
H5,2018,2018,2018,6,1,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,163,,,,60754,,137664,,,6
H5,2018,2018,2018,6,1,3,Re-Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,0,,,,214,,487,,,6
H5,2018,2018,2018,6,1,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,4,,,,1453,,2789,,,2
H5,2018,2018,2018,6,1,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,10636,,21378,,,2
H5,2018,2018,2018,6,1,1,Import,562,Niger,NER,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,50,,,,37765,,30760,,,2
H5,2018,2018,2018,6,1,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,992,,,,546029,,1562047,,,0
H5,2018,2018,2018,6,1,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,204,,,,2409,,15586,,,0
H5,2018,2018,2018,6,1,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,445,,,,,,2215,,,0
H5,2018,2018,2018,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,241,,,,40271,,147333,,,2
H5,2018,2018,2018,6,1,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,122298,,64102,,,2
H5,2018,2018,2018,6,1,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,40,,,,27739,,52139,,,0
H5,2018,2018,2018,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,10100,,,,7001,,37905,,,2
H5,2018,2018,2018,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,761,,3607,,,2
H5,2018,2018,2018,6,1,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2957,,,,1333366,,1804677,,,2
H5,2018,2018,2018,6,1,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,2156671,,3366886,,,2
H5,2018,2018,2018,6,1,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,97,,,,52397,,120823,,,6
H5,2018,2018,2018,6,1,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,3,,,,3220,,14317,,,0
H5,2018,2018,2018,6,1,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,289,,,,200755,,140720,,,6
H5,2018,2018,2018,6,1,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,1113,,,,923977,,679340,,,2
H5,2018,2018,2018,6,1,2,Export,646,Rwanda,RWA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",8,Weight in kilograms,10800,,,,10800,,3054,,,0
H5,2018,2018,2018,6,1,3,Re-Export,646,Rwanda,RWA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",8,Weight in kilograms,10800,,,,10800,,3054,,,0
H5,2018,2018,2018,6,1,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,11,,,,13084,,6963,,,2
H5,2018,2018,2018,6,1,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,80,,548,,,2
H5,2018,2018,2018,6,1,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,118,,,,42746,,72005,,,2
H5,2018,2018,2018,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,992,,,,247650,,424621,,,4
H5,2018,2018,2018,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,386,,,,47926,,108597,,,4
H5,2018,2018,2018,6,1,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,248211,,,,10554412,,18096638,,,4
H5,2018,2018,2018,6,1,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,85442,,,,443768,,1005544,,,6
H5,2018,2018,2018,6,1,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,704,,,,231218,,285931,,,0
H5,2018,2018,2018,6,1,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,3,,,,915,,2297,,,0
H5,2018,2018,2018,6,1,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,359,,,,128020,,219503,,,6
H5,2018,2018,2018,6,1,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,131253,,297409,,,6
H5,2018,2018,2018,6,1,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,268,,,,170151,,193756,,,0
H5,2018,2018,2018,6,1,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,31,,,,10690,,13876,,,0
H5,2018,2018,2018,6,1,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,184980,,,,155130,,265986,,,4
H5,2018,2018,2018,6,1,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,21084,,,,75454,,170974,,,4
H5,2018,2018,2018,6,1,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,52,,,,12700,,31822,,,2
H5,2018,2018,2018,6,1,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,6908,,,,115259,,321658,,,0
H5,2018,2018,2018,6,1,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,4775,,,,1629423,,2620862,,,0
H5,2018,2018,2018,6,1,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,721,,,,892032,,440003,,,2
H5,2018,2018,2018,6,1,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,5854,,12231,,,0
H5,2018,2018,2018,6,1,2,Export,748,Eswatini,SWZ,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,36470,,2070,,,0
H5,2018,2018,2018,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,878,,,,695787,,1118816,,,4
H5,2018,2018,2018,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,829,,,,565607,,1620305,,,6
H5,2018,2018,2018,6,1,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,197,,,,103148,,339180,,,6
H5,2018,2018,2018,6,1,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,3847,,2733,,,4
H5,2018,2018,2018,6,1,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,2429061,,1967349,,,2
H5,2018,2018,2018,6,1,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,477,,,,11016,,36764,,,6
H5,2018,2018,2018,6,1,4,Re-Import,764,Thailand,THA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,1,,,,10,,239,,,0
H5,2018,2018,2018,6,1,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,6434,,,,81000,,16127,,,0
H5,2018,2018,2018,6,1,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,10406,,,,10233643,,6350135,,,2
H5,2018,2018,2018,6,1,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,465590,,373265,,,2
H5,2018,2018,2018,6,1,3,Re-Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,465590,,373265,,,2
H5,2018,2018,2018,6,1,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,114,,,,40785,,69854,,,2
H5,2018,2018,2018,6,1,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,7,,,,1356,,3492,,,0
H5,2018,2018,2018,6,1,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,13,,,,4425,,14052,,,0
H5,2018,2018,2018,6,1,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,0,,,,1978,,302,,,2
H5,2018,2018,2018,6,1,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,862592,,534607,,,2
H5,2018,2018,2018,6,1,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,287416,,,,974047,,2096007,,,0
H5,2018,2018,2018,6,1,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,10935,,,,766608,,1290764,,,0
H5,2018,2018,2018,6,1,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,943,,,,1506274,,575687,,,2
H5,2018,2018,2018,6,1,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,198682,,2972,,,6
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,60563,,,,43400358,,74414428,,,4
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,39143,,,,7502910,,17001011,,,4
H5,2018,2018,2018,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2596,,,,606677,,1374685,,,4
H5,2018,2018,2018,6,1,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2,,,,343,,450,,,0
H5,2018,2018,2018,6,1,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,344,,,,200176,,343223,,,4
H5,2018,2018,2018,6,1,2,Export,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,0,,,,2360,,5348,,,4
H5,2018,2018,2018,6,1,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2111,,,,,,1288174,,,6
H5,2018,2018,2018,6,1,2,Export,887,Yemen,YEM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",5,Number of items,21716,,,,21716,,29136,,,0
H5,2018,2018,2018,6,1,3,Re-Export,887,Yemen,YEM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",5,Number of items,21716,,,,21716,,29136,,,0
H5,2018,2018,2018,6,1,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,248,,,,208900,,151676,,,2
H5,2019,2019,2019,6,1,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,459,,,,1650302,,401706,,,2
H5,2019,2019,2019,6,1,2,Export,24,Angola,AGO,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,69,,,,40265,,36888,,,2
H5,2019,2019,2019,6,1,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,159,,,,3124,,24216,,,0
H5,2019,2019,2019,6,1,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2678,,,,934222,,1595362,,,4
H5,2019,2019,2019,6,1,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,742,,,,,,195072,,,4
H5,2019,2019,2019,6,1,4,Re-Import,36,Australia,AUS,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,0,,,,428,,731,,,4
H5,2019,2019,2019,6,1,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,56496,,237684,,,2
H5,2019,2019,2019,6,1,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,9,,,,885,,5370,,,6
H5,2019,2019,2019,6,1,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,6019,,,,67287,,82739,,,0
H5,2019,2019,2019,6,1,1,Import,52,Barbados,BRB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,42,,,,52410,,37385,,,2
H5,2019,2019,2019,6,1,2,Export,52,Barbados,BRB,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,5,,,,1618,,2801,,,2
H5,2019,2019,2019,6,1,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,39657,,,,658685,,1018273,,,0
H5,2019,2019,2019,6,1,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2433,,,,65893,,167452,,,0
H5,2019,2019,2019,6,1,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,426,,,,5904,,373101,,,6
H5,2019,2019,2019,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,17,,,,11000,,12685,,,0
H5,2019,2019,2019,6,1,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,10965,,,,454721,,328076,,,0
H5,2019,2019,2019,6,1,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,133,,,,72526,,241785,,,2
H5,2019,2019,2019,6,1,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",1,No Quantity,0,,,,1,,421,,,6
H5,2019,2019,2019,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,22,,,,6677,,13042,,,2
H5,2019,2019,2019,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,1,,,,410,,933,,,0
H5,2019,2019,2019,6,1,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,544,,,,101949,,138630,,,6
H5,2019,2019,2019,6,1,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,0,,,,467,,719,,,6
H5,2019,2019,2019,6,1,1,Import,108,Burundi,BDI,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,9,,,,10000,,8411,,,2
H5,2019,2019,2019,6,1,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,22,,,,14905,,14700,,,0
H5,2019,2019,2019,6,1,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,3,,,,950,,2300,,,0
H5,2019,2019,2019,6,1,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2849,,,,4007075,,2490493,,,2
H5,2019,2019,2019,6,1,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,801,,,,116400,,423618,,,2
H5,2019,2019,2019,6,1,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,35980,,,,1968788,,2893237,,,4
H5,2019,2019,2019,6,1,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,1218,,,,255518,,393289,,,4
H5,2019,2019,2019,6,1,3,Re-Export,124,Canada,CAN,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,135,,,,82668,,127241,,,4
H5,2019,2019,2019,6,1,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,6843,,,,38271,,45278,,,0
H5,2019,2019,2019,6,1,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,29609,,,,138809,,203988,,,4
H5,2019,2019,2019,6,1,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,5782,,,,0,,143055,,,4
H5,2019,2019,2019,6,1,3,Re-Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",12,Volume in cubic meters,2931,,,,0,,131084,,,0
