OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
157,  35,N4,OWL Hill & Adams Combine w/37,2,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
158,  35,N5,17TH & BROADWAY,2,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
159,  35,N6,38 MAPLE,2,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
160,  35,N8,OWL ROUTE 35,2,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
161,  35,S1,END TO END 35E 38W,3,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
162,  35,S2,MAPLE LOT,3,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
163,  35,S3,PULL-IN FROM 7TH & MAIN,3,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
164,  35,S6, 38 MAPLE,3,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
165,  35,S8,SPR7TL to JEFVER 38,3,LocalCBD,Metro Local and Limited,35,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl,35 Downtown LA- WLA Via Washington Bl & Jefferson Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
166,  40,N1,END TO END,0,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
167,  40,N3,40 OWL VIA 117 ROUTE,0,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
168,  40,N4,PULL IN from 7THBRO,0,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
169,  40,N5,END AT PATTRA,0,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
170,  40,N8,STOCKER JUMPS  :---)),0,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
171,  40,S1,LINE 40 - END TO END,1,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
172,  40,S3,OWL LINE UP TO BRO7TH,1,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
173,  40,S5,LINE-UP & 102 LINE CONNECT,1,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
174,  40,S6,102 CONNECT,1,LocalCBD,Metro Local and Limited,40,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl,40 Downtown LA-Sbay Galleria Via King Bl-Hawthorne Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
