,id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4342,10085688,https://www.airbnb.com/rooms/10085688,20211205213202,2021-12-06,Steps to USC : Bed + Bath + Parking,"Renting out my beautiful, recently remodeled apt with own private bathroom and even a gated parking spot. Steps to USC.<br /><br />Fully furnished, bedroom and full kitchen.<br /><br />2 min walk to USC on the north side (nice side) and 3 min drive to Downtown LA.<br /><br /><b>The space</b><br />The space was just remodeled and is modern, fully furnished, and clean. It's my apt so I like to keep it that way :)<br /><br /><b>Guest access</b><br />The bedroom and private bath, kitchen, eating area",USC is a 2 minute walk away. Downtown LA is a 3 minute uber ride. USC security guards and DPS officers patrol the area,https://a0.muscache.com/pictures/2f5fe384-7c19-4304-b3f5-5e86d28f3e92.jpg,15545090,https://www.airbnb.com/users/show/15545090,Shawn,2014-05-15,"Thousand Oaks, California, United States","My name is Shawn Feldman, and I am a dual-degree Doctorate of Pharmacy and Master of Healthcare Decision Analysis student at the University of Southern California School of Pharmacy. 

I describe myself as an organized and neat (but not OCD), harmonious, and results-oriented person.  I'm a fairly open minded person who likes to explore new places, meet people, try new activities, and get projects done. In my free time enjoy salsa dancing, songwriting, yoga, calisthenics, and meditation.",,,,f,https://a0.muscache.com/im/users/15545090/profile_pic/1400128121/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15545090/profile_pic/1400128121/original.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id', 'work_email']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.02694,-118.2812,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning"", ""Hot tub"", ""Essentials"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$64.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,2,0,0,2016-03-16,2016-07-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.03
4401,10253966,https://www.airbnb.com/rooms/10253966,20211205213202,2021-12-06,Private studio room near Downtown,"This is a private studio room with bed, kitchen and attached bathroom. It's 1.5 mile from downtown. It's in fully secured area under surveillance of security. You have microwave oven, refrigerator also.",,https://a0.muscache.com/pictures/8ccb6741-d95f-4c76-b657-859ce6817b81.jpg,37287555,https://www.airbnb.com/users/show/37287555,Kailash,2015-07-02,"Amalapuram, Andhra Pradesh, India",,,,,f,https://a0.muscache.com/im/pictures/user/a4f13c74-87b6-4688-988e-c0e1781314e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4f13c74-87b6-4688-988e-c0e1781314e8.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,University Park,City of Los Angeles,34.03314,-118.28807,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,"[""Heating"", ""Elevator"", ""Lock on bedroom door"", ""Air conditioning"", ""Hot tub"", ""Pool"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen""]",$35.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,f,0,0,0,0,2021-12-06,2,0,0,2016-01-05,2016-01-12,4.0,3.0,3.5,4.5,4.5,3.5,3.5,,f,1,0,1,0,0.03
4519,10700771,https://www.airbnb.com/rooms/10700771,20211205213202,2021-12-06,Sunny Room Artist House,"A sunny, private room in Los Angeles in a house of smart, friendly filmmakers. Located in the USC area, great local cafes and easy access to public transit. There's also a rooftop with an amazing view of the downtown skyline.",,https://a0.muscache.com/pictures/f0f72e25-ed70-4582-b333-b66e8a0a3d4d.jpg,2449639,https://www.airbnb.com/users/show/2449639,Alex,2012-05-23,"Los Angeles, California, United States","I love music, art, science, nature, and spending time with good friends.",,,,f,https://a0.muscache.com/im/users/2449639/profile_pic/1437681815/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2449639/profile_pic/1437681815/original.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,,University Park,City of Los Angeles,34.03358,-118.28768,Private room in residential home,Private room,1,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""First aid kit"", ""Shampoo"", ""Hair dryer"", ""Free parking on premises"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$50.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,1,0,
4796,11587515,https://www.airbnb.com/rooms/11587515,20211205213202,2021-12-06,City Park Apartment(near USC),I am a USC student and,,https://a0.muscache.com/pictures/d5950b87-a280-47c9-85c4-5b535a1d6951.jpg,60662691,https://www.airbnb.com/users/show/60662691,Jia,2016-02-27,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/3b576391-55a6-4c00-998c-10652379e756.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3b576391-55a6-4c00-998c-10652379e756.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,University Park,City of Los Angeles,34.02604,-118.29076,Private room in rental unit,Private room,2,,1 bath,1.0,2.0,"[""Lock on bedroom door"", ""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Kitchen""]",$40.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,1,0,
4936,11966810,https://www.airbnb.com/rooms/11966810,20211205213202,2021-12-06,The Row House,$50 per bed space per night <br /><br />Features<br /><br />- Large Bedrooms with custom built in Queen sized bunk beds and loft<br />- Granite Kitchens with Stainless Steel Appliances<br />- TV in living room<br />- Wood Plank style floors <br />- Washer/Dryer in apartment,,https://a0.muscache.com/pictures/5e519c37-1cc0-4f91-86a4-dd47b1e8038c.jpg,63921237,https://www.airbnb.com/users/show/63921237,Lauren,2016-03-21,"New Canaan, Connecticut, United States",,,,,f,https://a0.muscache.com/im/pictures/user/055c24bc-30b3-463c-993c-f6c20152d1e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/055c24bc-30b3-463c-993c-f6c20152d1e8.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'facebook']",t,f,,University Park,City of Los Angeles,34.02548,-118.27972,Shared room in rental unit,Shared room,7,,3 shared baths,1.0,7.0,"[""Washer"", ""Heating"", ""Elevator"", ""Cable TV"", ""TV with standard cable"", ""Air conditioning"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Kitchen""]",$50.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,0,1,
4961,12038207,https://www.airbnb.com/rooms/12038207,20211205213202,2021-12-06,SUMMER SUBLEASE,"DPS Patrolled Area, Quiet Neighborhood occupied by USC Students. <br />A walkthrough of the entire home: (The room you’ll occupy is the larger of the 2 rooms)<br />https://www.youtube.com/watch?v=ccHgOf0SnhM",,https://a0.muscache.com/pictures/dda8dcc6-8676-4cb9-8f50-fe25a0461aba.jpg,64423896,https://www.airbnb.com/users/show/64423896,Jagannathan,2016-03-25,"White Plains, New York, United States",,,,,f,https://a0.muscache.com/im/pictures/user/2a2ee8df-4971-4d2b-951c-bf77f85c193e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2a2ee8df-4971-4d2b-951c-bf77f85c193e.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,,University Park,City of Los Angeles,34.03141,-118.28784,Private room in residential home,Private room,3,,1 bath,1.0,3.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Essentials"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$50.00,30,75,30.0,30.0,75.0,75.0,30.0,75.0,,f,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,1,0,
5003,12161990,https://www.airbnb.com/rooms/12161990,20211205213202,2021-12-06,Spacious&Cozy Private Room near USC,"1 big bedroom in a 5b2b house (there's enough room for 2 people, and I have additional mattress). Conveniently located on 23rd Street, 20 mins walk/10 mins bike from USC, and the school bus stop is right across the street. Safe neighborhood.<br /><br /><b>The space</b><br />You will be sharing the house with some super chill and amazing USC graduate students!<br /><br /><b>Guest access</b><br />Living room, kitchen, yard, etc.",Close to USC and within shuttle area. Mostly USC students living around the area. Safe and quiet.,https://a0.muscache.com/pictures/99e688eb-9627-4550-bcf0-3bd466b9f139.jpg,63558137,https://www.airbnb.com/users/show/63558137,Lynn,2016-03-19,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/4d150adc-1966-483d-9c90-da003c9f046e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d150adc-1966-483d-9c90-da003c9f046e.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03308,-118.27972,Private room in residential home,Private room,2,,1 bath,1.0,2.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Hair dryer"", ""Lock on bedroom door"", ""Hot tub"", ""Essentials"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Dedicated workspace""]",$40.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,f,0,0,0,0,2021-12-06,1,0,0,2016-07-31,2016-07-31,3.0,4.0,1.0,4.0,4.0,2.0,2.0,,f,1,0,1,0,0.02
5011,12190450,https://www.airbnb.com/rooms/12190450,20211205213202,2021-12-06,Near downtown LA,"The room comes fully furnished with a full size bed, desk, lamp, tv, and dresser. Living room and kitchen is fully furnished as well. Free parking and free wifi.",,https://a0.muscache.com/pictures/e69be0f8-019f-41c2-9477-8267c8d3bbde.jpg,65522382,https://www.airbnb.com/users/show/65522382,Diana,2016-04-02,"Porterville, California, United States","I am a senior at USC studying Biomedical Engineering. I speak Spanish and French. I will be visiting Paris, Madrid, Venice, and Rome this summer. ",,,,f,https://a0.muscache.com/im/pictures/user/6e5c0dcf-5154-4a1d-94a1-6f8b376f54ed.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6e5c0dcf-5154-4a1d-94a1-6f8b376f54ed.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,,University Park,City of Los Angeles,34.03352,-118.28957,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Lock on bedroom door"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$39.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,3,0,0,2016-07-22,2016-05-30,3.0,3.67,2.67,4.33,4.67,3.33,3.67,,f,1,0,1,0,0.05
5021,12212983,https://www.airbnb.com/rooms/12212983,20211205213202,2021-12-06,Apartment near USC,"About 10 minutes' walk to USC campus and to Ralphs, the largest supermarket nearby. The area is safe since USC guards are on patrol <br />24 hours. The room is clean and cozy, fully equipped with AC and heater. There are also bathrooms and a huge kitchen",,https://a0.muscache.com/pictures/002efcd6-7c35-484f-adbf-34f1f14e5520.jpg,41859423,https://www.airbnb.com/users/show/41859423,Jingjing,2015-08-18,"Xiamen, Fujian, China",,,,,f,https://a0.muscache.com/im/users/41859423/profile_pic/1439942994/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/41859423/profile_pic/1439942994/original.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,University Park,City of Los Angeles,34.03129,-118.28787,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Lock on bedroom door"", ""Air conditioning"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace""]",$40.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,1,0,
5062,12327036,https://www.airbnb.com/rooms/12327036,20211205213202,2021-12-06,Nice Studio around USC/Downtown LA,"It is a nice and clean studio around USC/Downtown LA for 1 or 2 guests. Lots of extra amenities are available, such as electric cooker,  kitchenware,  and home fitness equipments. You can just check-in with your luggage. Free parking space.",,https://a0.muscache.com/pictures/fe0ad37f-f90d-4475-beb5-d1dfc01d9149.jpg,66519856,https://www.airbnb.com/users/show/66519856,Hongyi,2016-04-10,US,,,,,f,https://a0.muscache.com/im/pictures/user/46e93071-81d9-4748-a33c-40e627765cca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/46e93071-81d9-4748-a33c-40e627765cca.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone']",t,f,,University Park,City of Los Angeles,34.03032,-118.28419,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Indoor fireplace"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",$40.00,30,40,30.0,30.0,40.0,40.0,30.0,40.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,t,1,1,0,0,
5117,12466113,https://www.airbnb.com/rooms/12466113,20211205213202,2021-12-06,Flexible Room near USC,Subleasing a spot for a Guy in an extremely spacious 2 Bed 1 Bath Apartment at 2618 Ellendale Pl – Apartment 9. The incoming person will be sharing the room with 1 other as there will be 2 people sharing 1 bedroom.<br /><br /><b>The space</b><br />The apartment is shared among 4 of us with 2 people in each bedroom. You will be in one of the bedrooms and sharing the spot with one other person.,,https://a0.muscache.com/pictures/70a31ed1-fc17-40fd-941e-3167ea4f3e23.jpg,52167376,https://www.airbnb.com/users/show/52167376,Jashwanth Reddy,2015-12-24,"Sunnyvale, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/6cd1674c-f513-43e1-b778-7e512e193df0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6cd1674c-f513-43e1-b778-7e512e193df0.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,University Park,City of Los Angeles,34.03199,-118.28923,Shared room in rental unit,Shared room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Air conditioning"", ""Hot tub"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$24.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,1,0,0,2016-05-25,2016-05-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,0,1,0.01
5192,12671543,https://www.airbnb.com/rooms/12671543,20211205213202,2021-12-06,Easy and convenient,"Hi, this is the room I lived for study, but I will move soon, so it will be empty. If you happen to wanna find a cheap house , rush a night, this is really good place for you",,https://a0.muscache.com/pictures/c12f7637-e4f7-4ec6-a97f-bf782d49b33d.jpg,33080969,https://www.airbnb.com/users/show/33080969,Yanwen,2015-05-11,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/61adeabe-c82d-4c85-ac77-bd0a1770826c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/61adeabe-c82d-4c85-ac77-bd0a1770826c.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,University Park,City of Los Angeles,34.0353,-118.28575,Private room in rental unit,Private room,1,,Half-bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$28.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,1,0,0,2016-07-31,2016-07-31,5.0,3.0,3.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.02
5214,12760823,https://www.airbnb.com/rooms/12760823,20211205213202,2021-12-06,Sub-Leasing1 or 2 spots in a spacio,"1 or 2 spots available from 16 MAY 2016 - 31 JULY 2016<br />Sub-Leasing1 or 2 spots in a spacious 1 b 2 ba apartment on 29th St.<br />- Apartment area 695 sq. ft. (more spacious than usual 2b/1ba)<br />- Rent is $500 per month (prorated if so)+ utilities<br /><br /><b>The space</b><br />- Shared room with two other girls<br />- Apartment comes with all the necessary equipment like stove (gas), oven, refrigerator etc.<br />- Laundry available in the building<br />- Grocery Store (Ralphs) and Manas (Indian restaurant and Indian store) at walking distance<br />- 7 minute walk to USC campus<br />- 5 minute drive to Downtown LA<br />- USC Tram stop near the house <br />- Within the campus Cruiser and DPS (Dept. of Public Safety) patrolled area - Very safe<br />- Furniture available (if interested, pls let me know)",- 7 minute walk to USC campus<br />- 5 minute drive to Downtown LA<br />- USC Tram stop near the house <br />- Within the campus Cruiser and DPS (Dept. of Public Safety) patrolled area - Very safe,https://a0.muscache.com/pictures/c8db344c-f7d3-4e03-961c-38851f8fc085.jpg,47659458,https://www.airbnb.com/users/show/47659458,Vikas,2015-10-28,"Kirkland, Washington, United States",,,,,f,https://a0.muscache.com/im/pictures/user/55925087-4424-48c4-af04-358186324127.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55925087-4424-48c4-af04-358186324127.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.02972,-118.28731,Shared room in rental unit,Shared room,2,,2 shared baths,1.0,2.0,"[""Washer"", ""Long term stays allowed"", ""Kitchen"", ""Essentials""]",$500.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,0,1,
5308,12973958,https://www.airbnb.com/rooms/12973958,20211205213202,2021-12-06,Summer sublease for $350,"Subleasing one spot for a girl in a 1 bed 1 bath apartment at 1286 West Adams Blvd.Availability: May 30-July 30,2016,Rent is $350.Internet, electricity and gas would cost around $20,Water and Trash included in rent,10 min walk to university.",Its in downtown LA,https://a0.muscache.com/pictures/32947f3c-7938-4f6a-a006-82172bd1d168.jpg,71404031,https://www.airbnb.com/users/show/71404031,Swati Pramod,2016-05-10,US,,,,,f,https://a0.muscache.com/im/pictures/user/2d67783e-d8a4-4fa2-8ef2-f99ba8da022d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2d67783e-d8a4-4fa2-8ef2-f99ba8da022d.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone']",t,f,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03166,-118.2888,Shared room in rental unit,Shared room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Heating"", ""Free parking on premises"", ""Air conditioning"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Dryer"", ""Kitchen""]",$350.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,f,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,0,1,
5502,13340837,https://www.airbnb.com/rooms/13340837,20211205213202,2021-12-07,Private room-Shared bath B&B 1 BLOCK NORTH OF USC,"Great Bed and Breakfast- 1 Block North of USC.  Best location, Los Angeles. My place is good for solo adventurers and business travelers.<br /><br />Free Breakfast + business center.  Car/bicycles if available. Parking $5/day.  Great international USC community.  1 Block to USC GYM/ pool- $15 /day.  Near bus/rail/downtown venues<br /><br /><b>The space</b><br />The apartment is set upo with everything you will need for a comfortable stay including towels and kitchen supplies.  A full breakfast with coffee/teat is provided.  There are communal areas such as outdoor decks where you can sit and enjoy the sun and a business center where you have access to a computer/printer.  The space is owned and operated by a family that has provided housing and catered to international visitors to USC for over 25 years.<br /><br /><b>Other things to note</b><br />When you contact us, please address the following questions so we can place you in a room/unit that will best accommodate your needs.<br />1.","1 block from USC in historic West Adams district.<br />Easy access to USC's world class amenities including gym, pool and libraries; Exposition Park museums, garden and coliseum; and centrally located /easily connected to greater LA.",https://a0.muscache.com/pictures/a197f5d5-fb50-44b6-84a3-2a53f6836bef.jpg,8663618,https://www.airbnb.com/users/show/8663618,James Brian,2013-09-06,"Los Angeles, California, United States",Property Manager for family owned and operated rental company. ,within an hour,100%,75%,t,https://a0.muscache.com/im/users/8663618/profile_pic/1414444281/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8663618/profile_pic/1414444281/original.jpg?aki_policy=profile_x_medium,West Adams,2.0,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.02758,-118.28806,Private room in bed and breakfast,Private room,1,,1 shared bath,1.0,1.0,"[""Dishes and silverware"", ""TV"", ""Dryer"", ""Washer"", ""Microwave"", ""Private entrance"", ""Hair dryer"", ""Breakfast"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Coffee maker"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace""]",$75.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,89,89,2021-12-07,11,0,0,2018-06-15,2020-02-02,4.82,4.82,4.55,5.0,5.0,4.82,4.82,Exempt - This listing is a bed and breakfast,f,2,0,2,0,0.26
5518,13362818,https://www.airbnb.com/rooms/13362818,20211205213202,2021-12-06,3 minute walk from USC clean and private apartment,"Chill apartment with comfy beds and private baths. 3 minute walk from USC. Close to Downtown, LA. Perfect for longer stays, or a few days stay. <br /><br />Looking for responsible tenants. <br /><br />-Conner",,https://a0.muscache.com/pictures/70bfb9f5-8d42-4080-89f6-bf1a14d81e03.jpg,33267278,https://www.airbnb.com/users/show/33267278,Conner,2015-05-13,"Charleston, South Carolina, United States","World traveler, writer, living life!",,,,f,https://a0.muscache.com/im/pictures/user/a1085594-9c6c-4482-8276-51b3977ed01b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1085594-9c6c-4482-8276-51b3977ed01b.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,,University Park,City of Los Angeles,34.02888,-118.28197,Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""TV"", ""Air conditioning"", ""Pool"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$85.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,1,0,0,2016-07-04,2016-07-04,3.0,5.0,2.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.02
5557,13430303,https://www.airbnb.com/rooms/13430303,20211205213202,2021-12-06,"Bedspace near USC, DTLA","My place is close to Ralph's, USC. You’ll love my place because of the comfy bed, the kitchen, and how quiet and spacious it is. My place is good for solo adventurers.",,https://a0.muscache.com/pictures/2286aecb-a270-4d96-b73a-9786728cd186.jpg,76585746,https://www.airbnb.com/users/show/76585746,James,2016-06-08,US,,,,,f,https://a0.muscache.com/im/pictures/user/2e544a7d-43c0-4dbc-9cb4-6a9b6ba0d56a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2e544a7d-43c0-4dbc-9cb4-6a9b6ba0d56a.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['phone', 'reviews']",t,f,,University Park,City of Los Angeles,34.03252,-118.28956,Shared room in rental unit,Shared room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Air conditioning"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$22.00,30,50,30.0,30.0,50.0,50.0,30.0,50.0,,t,0,0,0,0,2021-12-06,1,0,0,2016-07-03,2016-07-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,0,1,0.02
