,id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5570,13448802,https://www.airbnb.com/rooms/13448802,20211205213202,2021-12-06,1 spot in a very spacious 2 bed 2 bath apartment.,"- 5 minutes drive from Downtown LA.<br />- Fully Furnished (study desks, mattresses, kitchen utensils)<br />- Rent is $470/month (Negotiable) <br />- Attached bathroom.<br />- Apartment comes with AC, Refrigerator, Dishwasher, Oven, Microwave and heater.<br />- Super cool Balcony<br />- Gated security.<br />- Very close to USC campus<br />- 3 min walk to Manas (Indian store)<br />- 1 min walk to Ralphs grocery store<br />- Laundry service available.<br />- Paid parking available.<br />- Small gym available to workout.<br />- High speed Internet access.",,https://a0.muscache.com/pictures/be99f4d3-1076-4ec8-9d4c-bea1b568e3c9.jpg,39935401,https://www.airbnb.com/users/show/39935401,Devansh,2015-07-29,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/20ceab83-469e-471f-a775-ad23775085c3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/20ceab83-469e-471f-a775-ad23775085c3.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone']",t,f,,University Park,City of Los Angeles,34.03174,-118.29099,Shared room in rental unit,Shared room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Gym"", ""Air conditioning"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Dedicated workspace""]",$17.00,30,80,30.0,30.0,80.0,80.0,30.0,80.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,t,1,0,0,1,
6606,15662892,https://www.airbnb.com/rooms/15662892,20211205213202,2021-12-06,Circus room #1 - self check in,"Circus themed room<br /><br /><b>The space</b><br />READ THE ENTIRE DESCRIPTION BEFORE YOU BOOK THIS ROOM<br /><br />""This is a budget room with just the basics<br /><br />The room is private and you take the key with you - the street parking is free <br /><br />There is a guest luggage storage bin at the house - if you arrive too early or have a late flight after check out - you can lock your stuff there - and come back for it when needed<br /><br />* Total Self Check-in & Check-out<br />* If you need a rollaway bed brought up to the room you'll need to request that in advance of booking<br /><br />* You Don't go through my living space when you come and go from your room <br />* <br />* Arrive at any hour After 2pm / even late in the night <br />* <br />* Entry Codes Sent After Booking <br />* <br />* Walk to Convention Center & USC<br />* <br />* Central to Hollywood, beaches & museums<br />* <br />* Only Airbnb guests stay at the house <br />* <br />* Buses & Metro train very close","My home is in the Historic Preservation Overly Zone of the West Adams Area<br />The House is 116 years old and if you believe in (URL HIDDEN) is sure to be haunted.<br /><br />We're walking distance to the USC campus and there are some cute shops,  restaurants and coffee shops that are student hangouts nearby<br />LA LIVE, the Convention Center, Staples Center and All of the Downtown developments are in the other directions and equally close by",https://a0.muscache.com/pictures/901488d1-ea09-409b-a923-9c0081ed743a.jpg,21504393,https://www.airbnb.com/users/show/21504393,Daryl,2014-09-18,"Los Angeles, California, United States","I love to travel and have Been to Airbnb's all over the world / mine are not the best or the worst, but I offer clean bedding, unlimited clean towels and a warm welcome : because that's what I hope for when I travel :)- (Hidden by Airbnb) :  dwillybrown ",,,60%,f,https://a0.muscache.com/im/pictures/user/24fb0091-157e-4d81-a58e-67ce824f6d70.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/24fb0091-157e-4d81-a58e-67ce824f6d70.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,f,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03632,-118.28048,Private room in residential home,Private room,2,,2 baths,1.0,1.0,"[""Shampoo"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed""]",$59.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,270,2021-12-06,0,0,0,,,,,,,,,,HSR20-000167,f,1,0,1,0,
8006,18791037,https://www.airbnb.com/rooms/18791037,20211205213202,2021-12-06,Large Private Room near downtown LA,"Subleasing a bedroom in a 2 bed, 2 bathroom apartment over the summer from mid-May to July 31st! Comes with an in-apartment washer and dryer, dishwasher, cable, wifi, appliances, and fully-furnished rooms (full size beds). Can be rented as a single or double. Approximately a mile away from the Staples Center, very central location to many spots in Los Angeles.",,https://a0.muscache.com/pictures/bcbb95da-22df-4c85-abe4-f472f48288f1.jpg,55953920,https://www.airbnb.com/users/show/55953920,Kody,2016-01-24,"Norman, Oklahoma, United States",,,,,f,https://a0.muscache.com/im/pictures/user/074b1449-bd72-4d9d-8ab0-862e01b3a647.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/074b1449-bd72-4d9d-8ab0-862e01b3a647.jpg?aki_policy=profile_x_medium,West Adams,1.0,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,University Park,City of Los Angeles,34.02344,-118.28046,Private room in rental unit,Private room,2,,1 private bath,1.0,2.0,"[""Washer"", ""Heating"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Lock on bedroom door"", ""Gym"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$34.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,t,1,0,1,0,
8057,18896653,https://www.airbnb.com/rooms/18896653,20211205213202,2021-12-08,Victorian Guest Suite by Downtown & USC,"Your safety and comfort are extremely important to us, especially during this time. This unit is professionally cleaned with the utmost care, and all towels and bedding are professionally laundered and changed after each guest.<br /><br />• Studio with 1 bathroom in beautiful Victorian Triplex <br />• WiFi + HDTV with  Amazon Prime<br />• Mini Kitchenette Stocked with Dinnerware + Complimentary Coffee & Tea<br />• Comfortable Queen Memory Foam Mattress<br />• Close to Dining and Entertainment!<br /><br /><b>The space</b><br />This charming studio can accommodate up to 2 people, and is located toward the rear of a beautiful, historic Victorian triplex, with its own private entrance. There is a washer and dryer on-site for your use, and air conditioning in the unit. Relax and watch free streaming with Amazon Prime on the 55” Smart TV, and sleep comfortably on a queen size memory foam mattress. The mini kitchenette is stocked with all the basics needed for making meals, along with complim","This historic home is in a quiet neighborhood near USC and Downtown LA. The Staples Center, Microsoft Theater, LA Live, and the Los Angeles Convention Center are all about a mile away. Just over a mile in the other direction, you will find the Shrine Auditorium, Natural History Museum, California Science Center, and the LA Memorial Colliseum. Many of Los Angeles’ best restaurants and bars are nearby downtown, and the freeway is close giving access to Silverlake, Hollywood, Universal Studios, Santa Monica and beyond. The house itself is gorgeous and will be such a treat to stay in with your family or friends.",https://a0.muscache.com/pictures/af05a53f-ddf1-4547-a65c-e283aa087406.jpg,131686410,https://www.airbnb.com/users/show/131686410,Alex & Jess,2017-05-23,"Los Angeles, California, United States","Hello Everyone,
We love to travel and explore new neighborhoods.  We also love trying all different types of delicious food!",a few days or more,11%,94%,f,https://a0.muscache.com/im/pictures/user/845c2692-7a7c-42c8-bb43-9a46330d212a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845c2692-7a7c-42c8-bb43-9a46330d212a.jpg?aki_policy=profile_x_medium,West Adams,9.0,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03665,-118.28293,Entire serviced apartment,Entire home/apt,2,,1 bath,,1.0,"[""Dishes and silverware"", ""Bed linens"", ""Dedicated workspace"", ""Coffee maker"", ""Hair dryer"", ""Iron"", ""Dryer"", ""BBQ grill"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Private entrance"", ""Hot water"", ""Security cameras on property"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Refrigerator"", ""Wifi"", ""Patio or balcony"", ""First aid kit"", ""Smart lock"", ""Fire extinguisher"", ""TV"", ""Washer"", ""Smoke alarm"", ""Microwave"", ""Shampoo"", ""Carbon monoxide alarm""]",$94.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,190,2021-12-08,236,14,0,2017-06-01,2021-03-10,4.58,4.71,4.79,4.54,4.86,4.7,4.58,Exempt - This listing is a bed and breakfast,f,3,3,0,0,4.29
8060,18897249,https://www.airbnb.com/rooms/18897249,20211205213202,2021-12-07,Victorian 1 Bedroom Apartment by USC & Downtown!,"Your safety and comfort are extremely important to us, especially during this time. This unit is professionally cleaned with the utmost care, and all towels and bedding are professionally laundered and changed after each guest.<br /><br />1 Bedroom / 1 Bathroom Apartment in Historic Victorian Home<br /><br />• WiFi + HDTV with Amazon Prime<br />• Fully Stocked Kitchen + Complimentary Coffee and Tea<br />• Parking On-Site<br />• Comfortable Queen Memory Foam Mattress<br />• Close to Dining and Entertainment<br /><br /><b>The space</b><br />This 1 bedroom, 1 bathroom apartment is bright, spacious, and modern, accommodating up to 3 guests. Whether you are traveling for business or pleasure, you will have everything you need here. There is free parking on premises, as well as a washer and dryer on-site. Relax and watch free streaming on the HDTV with Amazon Prime. Get everything you need done at the workspace set up for your use. When you’re hungry, the kitchen is stocked with all the basi","This beautiful, historic, Victorian triplex is in a quiet neighborhood near USC and Downtown LA. The Staples Center, Microsoft Theater, LA Live, and the Los Angeles Convention Center are all about a mile away. Just over a mile in the other direction, you will find the Shrine Auditorium, Natural History Museum, California Science Center, and the LA Memorial Colliseum. Many of Los Angeles’ best restaurants and bars are nearby downtown, and the freeway is close giving access to Silverlake, Hollywood, Universal Studios, Santa Monica and beyond. The house itself is gorgeous and will be such a treat to stay in with your family or friends.",https://a0.muscache.com/pictures/dcb71d03-4aa1-4eed-bf89-a3ffbd988cf7.jpg,131686410,https://www.airbnb.com/users/show/131686410,Alex & Jess,2017-05-23,"Los Angeles, California, United States","Hello Everyone,
We love to travel and explore new neighborhoods.  We also love trying all different types of delicious food!",a few days or more,11%,94%,f,https://a0.muscache.com/im/pictures/user/845c2692-7a7c-42c8-bb43-9a46330d212a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845c2692-7a7c-42c8-bb43-9a46330d212a.jpg?aki_policy=profile_x_medium,West Adams,9.0,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03445,-118.28315,Entire serviced apartment,Entire home/apt,3,,1 bath,1.0,1.0,"[""Free parking on premises"", ""Shampoo"", ""Dishes and silverware"", ""TV"", ""Bed linens"", ""Stove"", ""Oven"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Private entrance"", ""Hair dryer"", ""Cooking basics"", ""Iron"", ""Smoke alarm"", ""BBQ grill"", ""Security cameras on property"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Smart lock"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Kitchen""]",$115.00,30,1124,30.0,30.0,1124.0,1124.0,30.0,1124.0,,t,28,28,28,243,2021-12-07,160,0,0,2017-09-06,2020-08-04,4.61,4.73,4.87,4.69,4.85,4.62,4.71,Exempt - This listing is a bed and breakfast,f,3,3,0,0,3.09
8062,18897991,https://www.airbnb.com/rooms/18897991,20211205213202,2021-12-07,Victorian 3 Bedroom Near USC & Downtown,"Your safety and comfort are extremely important to us, especially during this time. This unit is professionally cleaned with the utmost care, and all towels and bedding are professionally laundered and changed after each guest.<br /><br />• 3 Bedroom/1 Bath apartment in Historic Victorian<br />• Perfect if you're in town for a conference, event, visiting schools, or vacation!<br />• Onsite Parking for 1 vehicle<br />• HDTV w/ Amazon Prime + WiFi <br />• Fully Stocked Kitchen<br />• 4 Queen Memory Foam Beds<br /><br /><b>The space</b><br />This beautiful, historic, Victorian triplex is in a quiet neighborhood near USC and Downtown LA. This 3 bedroom, 1 bath has space to comfortably accommodate up to 8 people. The kitchen is fully stocked with all the basics for cooking, plus complimentary Keurig coffee and tea, and there is a beautiful dining room to enjoy your meals. The bedrooms are bright and spacious with queen size, memory foam mattress beds. There is an on-site washer and dryer fo","This beautiful, historic, Victorian triplex is in a quiet neighborhood near USC and Downtown LA. The Staples Center, Microsoft Theater, LA Live, and the Los Angeles Convention Center are all about a mile away. Just over a mile in the other direction, you will find the Shrine Auditorium, Natural History Museum, California Science Center, and the LA Memorial Colliseum. Many of Los Angeles’ best restaurants and bars are nearby downtown, and the freeway is close giving access to Silverlake, Hollywood, Universal Studios, Santa Monica and beyond. The house itself is gorgeous and will be such a treat to stay in with your family or friends.",https://a0.muscache.com/pictures/88cc18c8-822c-42ee-877c-86d9d7ea513d.jpg,131686410,https://www.airbnb.com/users/show/131686410,Alex & Jess,2017-05-23,"Los Angeles, California, United States","Hello Everyone,
We love to travel and explore new neighborhoods.  We also love trying all different types of delicious food!",a few days or more,11%,94%,f,https://a0.muscache.com/im/pictures/user/845c2692-7a7c-42c8-bb43-9a46330d212a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845c2692-7a7c-42c8-bb43-9a46330d212a.jpg?aki_policy=profile_x_medium,West Adams,9.0,9.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Los Angeles, California, United States",University Park,City of Los Angeles,34.0327,-118.2842,Entire rental unit,Entire home/apt,8,,1 bath,3.0,4.0,"[""Free parking on premises"", ""Shampoo"", ""Dishes and silverware"", ""TV"", ""Bed linens"", ""Stove"", ""Oven"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Private entrance"", ""Hair dryer"", ""Cooking basics"", ""Dishwasher"", ""Iron"", ""Smoke alarm"", ""BBQ grill"", ""Security cameras on property"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Smart lock"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free street parking"", ""Fire extinguisher"", ""Kitchen""]",$170.00,30,1124,30.0,30.0,1124.0,1124.0,30.0,1124.0,,t,20,50,80,355,2021-12-07,131,0,0,2017-06-20,2020-06-26,4.6,4.77,4.79,4.81,4.89,4.71,4.61,Exempt - This listing is a bed and breakfast,f,3,3,0,0,2.41
9093,20786634,https://www.airbnb.com/rooms/20786634,20211205213202,2021-12-06,Cheap apt near USC/downtown,"Near USC campus, safe neighborhoods, utilities included, free street parking, spacious, near Ralphs, with kitchen, microwave, fridge, shared bathroom. Roommates are all easygoing USC students. It's the living room but privacy is guaranteed as shown in the pics. Prefer non-smoking, clean, and quite tenant.",,https://a0.muscache.com/pictures/ed4aa2dd-c781-4d4f-854b-15b2bd61f750.jpg,57452313,https://www.airbnb.com/users/show/57452313,Yongchao,2016-02-04,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/a6eaa9e4-07c5-4568-96c1-870c0720a730.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a6eaa9e4-07c5-4568-96c1-870c0720a730.jpg?aki_policy=profile_x_medium,West Adams,2.0,2.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,f,,University Park,City of Los Angeles,34.02844,-118.29031,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,"[""Washer"", ""Kitchen"", ""Free parking on premises"", ""Elevator"", ""Indoor fireplace"", ""Gym"", ""Air conditioning"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Dedicated workspace""]",$30.00,30,55,30.0,30.0,55.0,55.0,30.0,55.0,,f,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,0,1,0,
9256,21015191,https://www.airbnb.com/rooms/21015191,20211205213202,2021-12-07,Q.B6- Spacious Private Room+Bath near Downtown LA,"We believe in responsible hosting. We are not a hotel nor a party house. We respect our neighbors. Please review our house rules first to see if our home is a good fit for you.<br /><br />We are a group of hosts with private rooms/studios in Beverly Hills, West/East/Central Hollywood, Korea Town, Culver City, & Downtown LA area - please contact us for availability.<br /><br />Booking for less than 31 days is available only at some locations. <br />Tip: You don't pay occupancy tax if you put 31 days. <br /><br />Thank you.<br /><br /><b>The space</b><br />Within minutes to USC campus, USC Village, and about 10 min drive to downtown LA and to Exposition Park. Walking distance to many affordable restaurants, groceries, etc.<br /><br />This apartment has multiple units in the same building. You will rent only one of the units. This is a room with a private bathroom. You will share the kitchen with one other room.<br /><br />As pictured, this room has a queen bed,  a desk, a big screen tv, ","University Park is a 1.17 square miles (3.0 km2) neighborhood in the South Los Angeles region of Los Angeles, California. It is the home of the University of Southern California (USC), Mount St. Mary's College and Hebrew Union College. Additionally, the neighborhood is the home of the historic Shrine Auditorium.",https://a0.muscache.com/pictures/miso/Hosting-21015191/original/bd449022-8677-4c2c-b238-8d906c619937.jpeg,228589292,https://www.airbnb.com/users/show/228589292,Leonardo,2018-12-01,"Los Angeles, California, United States","Salutations! I'm Leonardo (you can call me Leo, to save on syllables), and am completely in love with the city of Los Angeles. I'm a freelance writer and pop culture journalist raised in New York City, and you can frequently find me at a film screening, playing video games in my my room, or at the local gym.

Feel free to stop by anytime and say hello! I'm always available and eager to help out however I can.
",,,,f,https://a0.muscache.com/im/pictures/user/0ceec986-001d-45e7-98a3-3c9a113f3336.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ceec986-001d-45e7-98a3-3c9a113f3336.jpg?aki_policy=profile_x_medium,,28.0,28.0,"['email', 'phone']",t,f,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03359,-118.28464,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,"[""Shampoo"", ""Shower gel"", ""TV"", ""Bed linens"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Hair dryer"", ""Cooking basics"", ""Dishwasher"", ""Iron"", ""Keypad"", ""Smoke alarm"", ""Paid parking on premises"", ""Security cameras on property"", ""Kitchen"", ""Coffee maker"", ""First aid kit"", ""Air conditioning"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Hangers"", ""Lock on bedroom door"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free street parking"", ""Fire extinguisher"", ""Dedicated workspace""]",$67.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,9,39,68,68,2021-12-07,233,26,0,2018-02-18,2021-09-18,4.94,4.92,4.88,4.94,4.97,4.95,4.86,Exempt - This listing is a transient occupancy residential structure,f,16,11,5,0,5.03
9257,21016274,https://www.airbnb.com/rooms/21016274,20211205213202,2021-12-07,Q.B5- Clean Private Room+Bath near Downtown LA,"We believe in responsible hosting. We are not a hotel nor a party house. We respect our neighbors. Please review our house rules first to see if our home is a good fit for you.<br /><br />We are a group of hosts with private rooms/studios in Beverly Hills, West/East/Central Hollywood, Korea Town, Culver City, & Downtown LA area - please contact us for availability.<br /><br />Booking for less than 31 days is available only at some locations. <br />Tip: You don't pay occupancy tax if you put 31 days. <br /><br />Thank you.<br /><br /><b>The space</b><br />Within minutes to USC campus, USC Village, and about 10 min drive to downtown LA and to Exposition Park. Walking distance to many affordable restaurants, groceries, etc.<br /><br />This apartment has multiple units in the same building. You will rent only one of the units. This is a room with a private bathroom. You will share the kitchen with one other room.<br /><br />As pictured, this room has a full bed,  a desk, a big screen tv, a","University Park is a 1.17 square miles (3.0 km2) neighborhood in the South Los Angeles region of Los Angeles, California. It is the home of the University of Southern California (USC), Mount St. Mary's College and Hebrew Union College. Additionally, the neighborhood is the home of the historic Shrine Auditorium.",https://a0.muscache.com/pictures/miso/Hosting-21016274/original/417bbc49-b48d-4b4b-badf-e0e00fee6a0c.jpeg,228589292,https://www.airbnb.com/users/show/228589292,Leonardo,2018-12-01,"Los Angeles, California, United States","Salutations! I'm Leonardo (you can call me Leo, to save on syllables), and am completely in love with the city of Los Angeles. I'm a freelance writer and pop culture journalist raised in New York City, and you can frequently find me at a film screening, playing video games in my my room, or at the local gym.

Feel free to stop by anytime and say hello! I'm always available and eager to help out however I can.
",,,,f,https://a0.muscache.com/im/pictures/user/0ceec986-001d-45e7-98a3-3c9a113f3336.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ceec986-001d-45e7-98a3-3c9a113f3336.jpg?aki_policy=profile_x_medium,,28.0,28.0,"['email', 'phone']",t,f,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03243,-118.28454,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,"[""Shampoo"", ""Shower gel"", ""TV"", ""Bed linens"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Hot water"", ""Microwave"", ""Hair dryer"", ""Cooking basics"", ""Keypad"", ""Iron"", ""Smoke alarm"", ""Paid parking lot on premises"", ""Security cameras on property"", ""Kitchen"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Air conditioning"", ""Extra pillows and blankets"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Body soap"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Hangers"", ""Lock on bedroom door"", ""Conditioner"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Paid washer \u2013 In building"", ""Dedicated workspace""]",$59.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,2,25,54,54,2021-12-07,231,6,0,2018-09-18,2021-05-16,4.92,4.9,4.88,4.92,4.95,4.96,4.88,Exempt - This listing is a transient occupancy residential structure,f,16,11,5,0,5.89
9331,21126292,https://www.airbnb.com/rooms/21126292,20211205213202,2021-12-06,Q.A3- Affordable Cozy Studio near Downtown LA,"We believe in responsible hosting. We are not a hotel nor a party house. We respect our neighbors. Please review our house rules first to see if our home is a good fit for you.<br /><br />We are a group of hosts with private rooms/studios in Beverly Hills, West/East/Central Hollywood, Korea Town, Culver City, & Downtown LA area - please contact us for availability.<br /><br />Booking for less than 31 days is available only at some locations. <br />Tip: You don't pay occupancy tax if you put 31 days. <br /><br />Thank you.<br /><br /><b>The space</b><br />Within minutes to USC campus, USC Village, and about 10 min drive to downtown LA and to Exposition Park. Walking distance to many affordable restaurants, groceries, etc.<br /><br />This apartment has multiple units in the same building. You will rent only one of the units. This is a studio with a kitchenette. You will have the entire place.<br /><br />As pictured, this studio has a twin bed,  a desk, a big screen tv, and a closet. The ","University Park is a 1.17 square miles (3.0 km2) neighborhood in the South Los Angeles region of Los Angeles, California. It is the home of the University of Southern California (USC), Mount St. Mary's College and Hebrew Union College. Additionally, the neighborhood is the home of the historic Shrine Auditorium.",https://a0.muscache.com/pictures/miso/Hosting-21126292/original/84f6d0ba-16dc-492f-b0f2-adf207641bf1.jpeg,228589292,https://www.airbnb.com/users/show/228589292,Leonardo,2018-12-01,"Los Angeles, California, United States","Salutations! I'm Leonardo (you can call me Leo, to save on syllables), and am completely in love with the city of Los Angeles. I'm a freelance writer and pop culture journalist raised in New York City, and you can frequently find me at a film screening, playing video games in my my room, or at the local gym.

Feel free to stop by anytime and say hello! I'm always available and eager to help out however I can.
",,,,f,https://a0.muscache.com/im/pictures/user/0ceec986-001d-45e7-98a3-3c9a113f3336.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ceec986-001d-45e7-98a3-3c9a113f3336.jpg?aki_policy=profile_x_medium,,28.0,28.0,"['email', 'phone']",t,f,"Los Angeles, California, United States",University Park,City of Los Angeles,34.03375,-118.28648,Entire rental unit,Entire home/apt,1,,1 bath,1.0,1.0,"[""Shampoo"", ""Shower gel"", ""TV"", ""Bed linens"", ""Dishes and silverware"", ""Stove"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Hair dryer"", ""Cooking basics"", ""Keypad"", ""Iron"", ""Smoke alarm"", ""Paid parking lot on premises"", ""Security cameras on property"", ""Kitchen"", ""First aid kit"", ""Air conditioning"", ""Extra pillows and blankets"", ""Backyard"", ""Essentials"", ""Body soap"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Freezer"", ""Hangers"", ""Conditioner"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Free street parking"", ""Fire extinguisher"", ""Dedicated workspace""]",$59.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,,t,3,9,20,20,2021-12-06,113,15,0,2019-03-23,2021-08-09,4.87,4.83,4.89,4.93,4.94,4.96,4.81,Exempt - This listing is a transient occupancy residential structure,f,16,11,5,0,3.42
