DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,16861
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,20485
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Departure,International,2
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Scheduled,Departure,International,1175
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Scheduled,Arrival,International,4380
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Charter,Departure,Domestic,8
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Scheduled,Departure,International,5406
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Scheduled,Departure,International,4999
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Charter,Departure,Domestic,10
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Charter,Arrival,Domestic,17
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,18599
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,22989
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19254
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,22701
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Scheduled,Departure,International,3703
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,17888
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Scheduled,Arrival,International,4104
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Scheduled,Arrival,International,3983
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21428
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Charter,Arrival,Domestic,9
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Charter,Departure,Domestic,16
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,Charter,Arrival,Domestic,57
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,16884
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Charter,Arrival,International,6
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,19451
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,18585
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Scheduled,Departure,International,3777
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,20058
05/23/2018 07:44:39 AM,03/01/2018 12:00:00 AM,Charter,Departure,Domestic,29
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,21517
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Arrival,International,592
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Arrival,International,4715
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Charter,Arrival,Domestic,31
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Scheduled,Departure,International,5533
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Scheduled,Arrival,International,5086
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,18846
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Charter,Departure,Domestic,34
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Charter,Departure,Domestic,18
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Charter,Arrival,Domestic,11
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Charter,Departure,Domestic,42
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Scheduled,Arrival,International,4617
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Charter,Departure,Domestic,20
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Scheduled,Arrival,International,8760
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Arrival,International,3259
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Charter,Departure,Domestic,14
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Scheduled,Arrival,International,3812
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Scheduled,Departure,International,5031
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Scheduled,Arrival,International,6117
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Scheduled,Arrival,International,3670
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,20489
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,18465
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,20194
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Charter,Arrival,International,7
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Arrival,Domestic,22
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Departure,Domestic,43
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Charter,Departure,Domestic,6
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,20507
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,5519
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Departure,International,5677
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Departure,International,4148
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,20427
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,19443
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Charter,Arrival,Domestic,28
11/10/2020 06:01:35 AM,09/01/2020 12:00:00 AM,Scheduled,Arrival,International,1254
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Departure,Domestic,5
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,Charter,Departure,Domestic,31
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,4957
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,20568
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,15759
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Charter,Departure,Domestic,20
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,18347
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,15984
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,19347
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Charter,Arrival,Domestic,34
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Scheduled,Arrival,International,3810
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21996
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Departure,International,5134
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Charter,Arrival,Domestic,28
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Departure,Domestic,7
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Scheduled,Arrival,International,4343
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,19984
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,21473
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Charter,Departure,Domestic,44
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Scheduled,Arrival,International,4002
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Charter,Arrival,Domestic,30
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,20958
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Charter,Departure,Domestic,24
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,21154
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,Charter,Arrival,Domestic,5
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Scheduled,Arrival,International,3715
12/10/2018 06:01:26 AM,10/01/2018 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Arrival,Domestic,25
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Charter,Arrival,Domestic,17
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Charter,Arrival,Domestic,35
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Scheduled,Arrival,International,3939
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,20935
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,19745
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Charter,Arrival,Domestic,20
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,17233
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Charter,Arrival,Domestic,34
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,19846
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Departure,International,2
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,10609
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Departure,International,4033
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Charter,Departure,International,9
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,20949
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Charter,Departure,Domestic,16
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,18226
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Charter,Arrival,Domestic,16
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,18730
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Scheduled,Departure,International,3763
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,4119
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,Scheduled,Arrival,International,3610
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Charter,Departure,Domestic,43
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,21415
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Charter,Departure,Domestic,8
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Charter,Arrival,Domestic,57
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,20516
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20350
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Charter,Arrival,Domestic,43
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Departure,International,4523
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Scheduled,Departure,International,3795
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Scheduled,Arrival,International,3704
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Charter,Departure,Domestic,13
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Charter,Departure,Domestic,84
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Charter,Arrival,Domestic,18
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Arrival,Domestic,9
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,19993
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,21377
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Arrival,International,5559
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Charter,Arrival,Domestic,38
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Scheduled,Departure,International,3752
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,Scheduled,Departure,International,3929
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Scheduled,Departure,International,5459
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Scheduled,Arrival,International,1027
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Charter,Departure,International,11
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Scheduled,Departure,International,3938
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Charter,Departure,International,7
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,18744
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Scheduled,Departure,International,3705
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Scheduled,Arrival,International,3775
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Charter,Departure,Domestic,43
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Charter,Arrival,Domestic,9
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Scheduled,Departure,International,3679
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Charter,Departure,Domestic,29
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Scheduled,Departure,International,4498
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,19623
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Scheduled,Departure,International,5676
04/01/2021 09:37:48 AM,02/01/2021 12:00:00 AM,Scheduled,Arrival,Domestic,9037
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Scheduled,Departure,International,4236
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Charter,Departure,Domestic,6
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21365
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Charter,Arrival,Domestic,50
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Charter,Arrival,Domestic,26
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Charter,Arrival,Domestic,9
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Departure,International,5372
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Charter,Departure,Domestic,40
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Scheduled,Arrival,International,4381
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,Scheduled,Arrival,International,4822
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Charter,Departure,International,2
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Charter,Departure,International,0
04/18/2018 03:12:41 PM,11/01/2017 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Scheduled,Arrival,International,4191
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,17324
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Arrival,Domestic,18
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,20841
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Scheduled,Departure,International,3779
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Scheduled,Arrival,International,659
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,Scheduled,Departure,International,2021
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Charter,Departure,Domestic,29
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Scheduled,Arrival,International,5872
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Arrival,International,4809
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Charter,Departure,Domestic,13
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Charter,Arrival,Domestic,45
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Scheduled,Departure,International,4556
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Charter,Arrival,Domestic,28
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,19214
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Departure,Domestic,27
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Scheduled,Arrival,International,4166
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Charter,Arrival,Domestic,39
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Scheduled,Arrival,International,4126
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Charter,Arrival,Domestic,14
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Charter,Departure,International,7
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Charter,Departure,International,7
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Departure,Domestic,44
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,16824
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Scheduled,Arrival,International,4105
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20106
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Arrival,Domestic,37
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,20269
08/24/2018 11:01:04 AM,07/01/2018 12:00:00 AM,Charter,Departure,Domestic,13
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20774
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21482
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Scheduled,Arrival,International,3602
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Scheduled,Departure,International,3453
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,20704
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Charter,Arrival,International,10
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Charter,Departure,Domestic,27
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Scheduled,Arrival,International,4135
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Scheduled,Departure,International,3786
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Scheduled,Departure,International,4898
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,15704
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,19607
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Departure,Domestic,8
10/10/2020 06:01:21 AM,10/01/2020 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,17436
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Charter,Departure,Domestic,24
12/07/2020 01:58:36 PM,10/01/2020 12:00:00 AM,Charter,Arrival,Domestic,26
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Charter,Departure,International,191
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,19541
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Scheduled,Departure,International,4980
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,20837
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,19893
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Scheduled,Arrival,International,3478
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Charter,Departure,International,9
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Scheduled,Arrival,International,3372
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Charter,Departure,International,2
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20452
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Scheduled,Arrival,International,3207
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,22399
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,18553
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Charter,Arrival,Domestic,37
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Scheduled,Departure,International,3384
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Scheduled,Arrival,International,5450
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Scheduled,Departure,International,3876
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Departure,International,6072
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Departure,International,7
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Charter,Arrival,Domestic,12
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,17610
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Departure,Domestic,4
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Scheduled,Arrival,International,5629
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Charter,Departure,Domestic,48
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Scheduled,Arrival,International,4564
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Scheduled,Departure,International,5457
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Charter,Departure,Domestic,10
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,19066
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,Scheduled,Departure,International,4116
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Charter,Departure,Domestic,43
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Charter,Arrival,Domestic,51
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,20712
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,17729
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Charter,Arrival,International,10
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Scheduled,Arrival,International,3773
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Arrival,International,4569
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Scheduled,Departure,International,3816
