start,end,minute_count
2022-04-14T04:01:00.000Z,2022-04-14T04:02:00.000Z,24
2022-04-14T04:02:00.000Z,2022-04-14T04:03:00.000Z,36
2022-04-14T04:03:00.000Z,2022-04-14T04:04:00.000Z,29
2022-04-14T04:04:00.000Z,2022-04-14T04:05:00.000Z,34
2022-04-14T04:05:00.000Z,2022-04-14T04:06:00.000Z,32
2022-04-14T04:06:00.000Z,2022-04-14T04:07:00.000Z,33
2022-04-14T04:07:00.000Z,2022-04-14T04:08:00.000Z,31
2022-04-14T04:08:00.000Z,2022-04-14T04:09:00.000Z,26
2022-04-14T04:09:00.000Z,2022-04-14T04:10:00.000Z,22
2022-04-14T04:10:00.000Z,2022-04-14T04:11:00.000Z,27
2022-04-14T04:11:00.000Z,2022-04-14T04:12:00.000Z,14
2022-04-14T04:12:00.000Z,2022-04-14T04:13:00.000Z,34
2022-04-14T04:13:00.000Z,2022-04-14T04:14:00.000Z,32
2022-04-14T04:14:00.000Z,2022-04-14T04:15:00.000Z,28
2022-04-14T04:15:00.000Z,2022-04-14T04:16:00.000Z,34
2022-04-14T04:16:00.000Z,2022-04-14T04:17:00.000Z,24
2022-04-14T04:17:00.000Z,2022-04-14T04:18:00.000Z,19
2022-04-14T04:18:00.000Z,2022-04-14T04:19:00.000Z,19
2022-04-14T04:19:00.000Z,2022-04-14T04:20:00.000Z,30
2022-04-14T04:20:00.000Z,2022-04-14T04:21:00.000Z,20
2022-04-14T04:21:00.000Z,2022-04-14T04:22:00.000Z,35
2022-04-14T04:22:00.000Z,2022-04-14T04:23:00.000Z,32
2022-04-14T04:23:00.000Z,2022-04-14T04:24:00.000Z,20
2022-04-14T04:24:00.000Z,2022-04-14T04:25:00.000Z,39
2022-04-14T04:25:00.000Z,2022-04-14T04:26:00.000Z,34
2022-04-14T04:26:00.000Z,2022-04-14T04:27:00.000Z,27
2022-04-14T04:27:00.000Z,2022-04-14T04:28:00.000Z,30
2022-04-14T04:28:00.000Z,2022-04-14T04:29:00.000Z,24
2022-04-14T04:29:00.000Z,2022-04-14T04:30:00.000Z,16
2022-04-14T04:30:00.000Z,2022-04-14T04:31:00.000Z,38
2022-04-14T04:31:00.000Z,2022-04-14T04:32:00.000Z,26
2022-04-14T04:32:00.000Z,2022-04-14T04:33:00.000Z,19
2022-04-14T04:33:00.000Z,2022-04-14T04:34:00.000Z,26
2022-04-14T04:34:00.000Z,2022-04-14T04:35:00.000Z,27
2022-04-14T04:35:00.000Z,2022-04-14T04:36:00.000Z,27
2022-04-14T04:36:00.000Z,2022-04-14T04:37:00.000Z,26
2022-04-14T04:37:00.000Z,2022-04-14T04:38:00.000Z,33
2022-04-14T04:38:00.000Z,2022-04-14T04:39:00.000Z,25
2022-04-14T04:39:00.000Z,2022-04-14T04:40:00.000Z,17
2022-04-14T04:40:00.000Z,2022-04-14T04:41:00.000Z,22
2022-04-14T04:41:00.000Z,2022-04-14T04:42:00.000Z,32
2022-04-14T04:42:00.000Z,2022-04-14T04:43:00.000Z,22
2022-04-14T04:43:00.000Z,2022-04-14T04:44:00.000Z,31
2022-04-14T04:44:00.000Z,2022-04-14T04:45:00.000Z,30
2022-04-14T04:45:00.000Z,2022-04-14T04:46:00.000Z,34
2022-04-14T04:46:00.000Z,2022-04-14T04:47:00.000Z,30
2022-04-14T04:47:00.000Z,2022-04-14T04:48:00.000Z,25
2022-04-14T04:48:00.000Z,2022-04-14T04:49:00.000Z,30
2022-04-14T04:49:00.000Z,2022-04-14T04:50:00.000Z,29
2022-04-14T04:50:00.000Z,2022-04-14T04:51:00.000Z,20
2022-04-14T04:51:00.000Z,2022-04-14T04:52:00.000Z,31
2022-04-14T04:52:00.000Z,2022-04-14T04:53:00.000Z,21
2022-04-14T04:53:00.000Z,2022-04-14T04:54:00.000Z,29
2022-04-14T04:54:00.000Z,2022-04-14T04:55:00.000Z,25
2022-04-14T04:55:00.000Z,2022-04-14T04:56:00.000Z,20
2022-04-14T04:56:00.000Z,2022-04-14T04:57:00.000Z,20
2022-04-14T04:57:00.000Z,2022-04-14T04:58:00.000Z,22
2022-04-14T04:58:00.000Z,2022-04-14T04:59:00.000Z,41
2022-04-14T04:59:00.000Z,2022-04-14T05:00:00.000Z,20
2022-04-14T05:00:00.000Z,2022-04-14T05:01:00.000Z,35
2022-04-14T05:01:00.000Z,2022-04-14T05:02:00.000Z,23
2022-04-14T05:02:00.000Z,2022-04-14T05:03:00.000Z,28
2022-04-14T05:03:00.000Z,2022-04-14T05:04:00.000Z,24
2022-04-14T05:04:00.000Z,2022-04-14T05:05:00.000Z,21
2022-04-14T05:05:00.000Z,2022-04-14T05:06:00.000Z,17
2022-04-14T05:06:00.000Z,2022-04-14T05:07:00.000Z,19
2022-04-14T05:07:00.000Z,2022-04-14T05:08:00.000Z,29
2022-04-14T05:08:00.000Z,2022-04-14T05:09:00.000Z,18
2022-04-14T05:09:00.000Z,2022-04-14T05:10:00.000Z,33
2022-04-14T05:10:00.000Z,2022-04-14T05:11:00.000Z,27
2022-04-14T05:11:00.000Z,2022-04-14T05:12:00.000Z,30
2022-04-14T05:12:00.000Z,2022-04-14T05:13:00.000Z,29
2022-04-14T05:13:00.000Z,2022-04-14T05:14:00.000Z,13
2022-04-14T05:14:00.000Z,2022-04-14T05:15:00.000Z,24
2022-04-14T05:15:00.000Z,2022-04-14T05:16:00.000Z,30
2022-04-14T05:16:00.000Z,2022-04-14T05:17:00.000Z,19
2022-04-14T05:17:00.000Z,2022-04-14T05:18:00.000Z,21
2022-04-14T05:18:00.000Z,2022-04-14T05:19:00.000Z,22
2022-04-14T05:19:00.000Z,2022-04-14T05:20:00.000Z,17
2022-04-14T05:20:00.000Z,2022-04-14T05:21:00.000Z,17
2022-04-14T05:21:00.000Z,2022-04-14T05:22:00.000Z,21
2022-04-14T05:22:00.000Z,2022-04-14T05:23:00.000Z,18
2022-04-14T05:23:00.000Z,2022-04-14T05:24:00.000Z,17
2022-04-14T05:24:00.000Z,2022-04-14T05:25:00.000Z,24
2022-04-14T05:25:00.000Z,2022-04-14T05:26:00.000Z,20
2022-04-14T05:26:00.000Z,2022-04-14T05:27:00.000Z,15
2022-04-14T05:27:00.000Z,2022-04-14T05:28:00.000Z,19
2022-04-14T05:28:00.000Z,2022-04-14T05:29:00.000Z,20
2022-04-14T05:29:00.000Z,2022-04-14T05:30:00.000Z,26
2022-04-14T05:30:00.000Z,2022-04-14T05:31:00.000Z,49
2022-04-14T05:31:00.000Z,2022-04-14T05:32:00.000Z,30
2022-04-14T05:32:00.000Z,2022-04-14T05:33:00.000Z,16
2022-04-14T05:33:00.000Z,2022-04-14T05:34:00.000Z,29
2022-04-14T05:34:00.000Z,2022-04-14T05:35:00.000Z,19
2022-04-14T05:35:00.000Z,2022-04-14T05:36:00.000Z,23
2022-04-14T05:36:00.000Z,2022-04-14T05:37:00.000Z,25
2022-04-14T05:37:00.000Z,2022-04-14T05:38:00.000Z,31
2022-04-14T05:38:00.000Z,2022-04-14T05:39:00.000Z,21
2022-04-14T05:39:00.000Z,2022-04-14T05:40:00.000Z,30
2022-04-14T05:40:00.000Z,2022-04-14T05:41:00.000Z,27
2022-04-14T05:41:00.000Z,2022-04-14T05:42:00.000Z,18
2022-04-14T05:42:00.000Z,2022-04-14T05:43:00.000Z,27
2022-04-14T05:43:00.000Z,2022-04-14T05:44:00.000Z,32
2022-04-14T05:44:00.000Z,2022-04-14T05:45:00.000Z,26
2022-04-14T05:45:00.000Z,2022-04-14T05:46:00.000Z,26
2022-04-14T05:46:00.000Z,2022-04-14T05:47:00.000Z,15
2022-04-14T05:47:00.000Z,2022-04-14T05:48:00.000Z,32
2022-04-14T05:48:00.000Z,2022-04-14T05:49:00.000Z,19
2022-04-14T05:49:00.000Z,2022-04-14T05:50:00.000Z,23
2022-04-14T05:50:00.000Z,2022-04-14T05:51:00.000Z,26
2022-04-14T05:51:00.000Z,2022-04-14T05:52:00.000Z,24
2022-04-14T05:52:00.000Z,2022-04-14T05:53:00.000Z,24
2022-04-14T05:53:00.000Z,2022-04-14T05:54:00.000Z,30
2022-04-14T05:54:00.000Z,2022-04-14T05:55:00.000Z,24
2022-04-14T05:55:00.000Z,2022-04-14T05:56:00.000Z,17
2022-04-14T05:56:00.000Z,2022-04-14T05:57:00.000Z,24
2022-04-14T05:57:00.000Z,2022-04-14T05:58:00.000Z,20
2022-04-14T05:58:00.000Z,2022-04-14T05:59:00.000Z,19
2022-04-14T05:59:00.000Z,2022-04-14T06:00:00.000Z,19
2022-04-14T06:00:00.000Z,2022-04-14T06:01:00.000Z,27
2022-04-14T06:01:00.000Z,2022-04-14T06:02:00.000Z,24
2022-04-14T06:02:00.000Z,2022-04-14T06:03:00.000Z,35
2022-04-14T06:03:00.000Z,2022-04-14T06:04:00.000Z,21
2022-04-14T06:04:00.000Z,2022-04-14T06:05:00.000Z,21
2022-04-14T06:05:00.000Z,2022-04-14T06:06:00.000Z,30
2022-04-14T06:06:00.000Z,2022-04-14T06:07:00.000Z,21
2022-04-14T06:07:00.000Z,2022-04-14T06:08:00.000Z,17
2022-04-14T06:08:00.000Z,2022-04-14T06:09:00.000Z,19
2022-04-14T06:09:00.000Z,2022-04-14T06:10:00.000Z,28
2022-04-14T06:10:00.000Z,2022-04-14T06:11:00.000Z,11
2022-04-14T06:11:00.000Z,2022-04-14T06:12:00.000Z,13
2022-04-14T06:12:00.000Z,2022-04-14T06:13:00.000Z,23
2022-04-14T06:13:00.000Z,2022-04-14T06:14:00.000Z,16
2022-04-14T06:14:00.000Z,2022-04-14T06:15:00.000Z,23
2022-04-14T06:15:00.000Z,2022-04-14T06:16:00.000Z,21
2022-04-14T06:16:00.000Z,2022-04-14T06:17:00.000Z,18
2022-04-14T06:17:00.000Z,2022-04-14T06:18:00.000Z,13
2022-04-14T06:18:00.000Z,2022-04-14T06:19:00.000Z,27
2022-04-14T06:19:00.000Z,2022-04-14T06:20:00.000Z,29
2022-04-14T06:20:00.000Z,2022-04-14T06:21:00.000Z,19
2022-04-14T06:21:00.000Z,2022-04-14T06:22:00.000Z,21
2022-04-14T06:22:00.000Z,2022-04-14T06:23:00.000Z,37
2022-04-14T06:23:00.000Z,2022-04-14T06:24:00.000Z,16
2022-04-14T06:24:00.000Z,2022-04-14T06:25:00.000Z,25
2022-04-14T06:25:00.000Z,2022-04-14T06:26:00.000Z,20
2022-04-14T06:26:00.000Z,2022-04-14T06:27:00.000Z,21
2022-04-14T06:27:00.000Z,2022-04-14T06:28:00.000Z,19
2022-04-14T06:28:00.000Z,2022-04-14T06:29:00.000Z,17
2022-04-14T06:29:00.000Z,2022-04-14T06:30:00.000Z,23
2022-04-14T06:30:00.000Z,2022-04-14T06:31:00.000Z,23
2022-04-14T06:31:00.000Z,2022-04-14T06:32:00.000Z,20
2022-04-14T06:32:00.000Z,2022-04-14T06:33:00.000Z,26
2022-04-14T06:33:00.000Z,2022-04-14T06:34:00.000Z,27
2022-04-14T06:34:00.000Z,2022-04-14T06:35:00.000Z,21
2022-04-14T06:35:00.000Z,2022-04-14T06:36:00.000Z,25
2022-04-14T06:36:00.000Z,2022-04-14T06:37:00.000Z,18
2022-04-14T06:37:00.000Z,2022-04-14T06:38:00.000Z,15
2022-04-14T06:38:00.000Z,2022-04-14T06:39:00.000Z,24
2022-04-14T06:39:00.000Z,2022-04-14T06:40:00.000Z,17
2022-04-14T06:40:00.000Z,2022-04-14T06:41:00.000Z,10
2022-04-14T06:41:00.000Z,2022-04-14T06:42:00.000Z,18
2022-04-14T06:42:00.000Z,2022-04-14T06:43:00.000Z,15
2022-04-14T06:43:00.000Z,2022-04-14T06:44:00.000Z,19
2022-04-14T06:44:00.000Z,2022-04-14T06:45:00.000Z,15
2022-04-14T06:45:00.000Z,2022-04-14T06:46:00.000Z,21
2022-04-14T06:46:00.000Z,2022-04-14T06:47:00.000Z,18
2022-04-14T06:47:00.000Z,2022-04-14T06:48:00.000Z,18
2022-04-14T06:48:00.000Z,2022-04-14T06:49:00.000Z,17
2022-04-14T06:49:00.000Z,2022-04-14T06:50:00.000Z,14
2022-04-14T06:50:00.000Z,2022-04-14T06:51:00.000Z,15
2022-04-14T06:51:00.000Z,2022-04-14T06:52:00.000Z,21
2022-04-14T06:52:00.000Z,2022-04-14T06:53:00.000Z,18
2022-04-14T06:53:00.000Z,2022-04-14T06:54:00.000Z,15
2022-04-14T06:54:00.000Z,2022-04-14T06:55:00.000Z,19
2022-04-14T06:55:00.000Z,2022-04-14T06:56:00.000Z,18
2022-04-14T06:56:00.000Z,2022-04-14T06:57:00.000Z,14
2022-04-14T06:57:00.000Z,2022-04-14T06:58:00.000Z,33
2022-04-14T06:58:00.000Z,2022-04-14T06:59:00.000Z,20
2022-04-14T06:59:00.000Z,2022-04-14T07:00:00.000Z,28
2022-04-14T07:00:00.000Z,2022-04-14T07:01:00.000Z,28
2022-04-14T07:01:00.000Z,2022-04-14T07:02:00.000Z,33
2022-04-14T07:02:00.000Z,2022-04-14T07:03:00.000Z,28
2022-04-14T07:03:00.000Z,2022-04-14T07:04:00.000Z,39
2022-04-14T07:04:00.000Z,2022-04-14T07:05:00.000Z,35
2022-04-14T07:05:00.000Z,2022-04-14T07:06:00.000Z,24
2022-04-14T07:06:00.000Z,2022-04-14T07:07:00.000Z,27
2022-04-14T07:07:00.000Z,2022-04-14T07:08:00.000Z,29
2022-04-14T07:08:00.000Z,2022-04-14T07:09:00.000Z,26
2022-04-14T07:09:00.000Z,2022-04-14T07:10:00.000Z,31
2022-04-14T07:10:00.000Z,2022-04-14T07:11:00.000Z,29
2022-04-14T07:11:00.000Z,2022-04-14T07:12:00.000Z,30
2022-04-14T07:12:00.000Z,2022-04-14T07:13:00.000Z,22
2022-04-14T07:13:00.000Z,2022-04-14T07:14:00.000Z,18
2022-04-14T07:14:00.000Z,2022-04-14T07:15:00.000Z,21
2022-04-14T07:15:00.000Z,2022-04-14T07:16:00.000Z,23
2022-04-14T07:16:00.000Z,2022-04-14T07:17:00.000Z,19
2022-04-14T07:17:00.000Z,2022-04-14T07:18:00.000Z,19
2022-04-14T07:18:00.000Z,2022-04-14T07:19:00.000Z,25
2022-04-14T07:19:00.000Z,2022-04-14T07:20:00.000Z,12
2022-04-14T07:20:00.000Z,2022-04-14T07:21:00.000Z,16
2022-04-14T07:21:00.000Z,2022-04-14T07:22:00.000Z,18
2022-04-14T07:22:00.000Z,2022-04-14T07:23:00.000Z,26
2022-04-14T07:23:00.000Z,2022-04-14T07:24:00.000Z,23
2022-04-14T07:24:00.000Z,2022-04-14T07:25:00.000Z,19
2022-04-14T07:25:00.000Z,2022-04-14T07:26:00.000Z,30
2022-04-14T07:26:00.000Z,2022-04-14T07:27:00.000Z,26
2022-04-14T07:27:00.000Z,2022-04-14T07:28:00.000Z,23
2022-04-14T07:28:00.000Z,2022-04-14T07:29:00.000Z,15
2022-04-14T07:29:00.000Z,2022-04-14T07:30:00.000Z,27
2022-04-14T07:30:00.000Z,2022-04-14T07:31:00.000Z,23
2022-04-14T07:31:00.000Z,2022-04-14T07:32:00.000Z,24
2022-04-14T07:32:00.000Z,2022-04-14T07:33:00.000Z,20
2022-04-14T07:33:00.000Z,2022-04-14T07:34:00.000Z,20
2022-04-14T07:34:00.000Z,2022-04-14T07:35:00.000Z,28
2022-04-14T07:35:00.000Z,2022-04-14T07:36:00.000Z,28
2022-04-14T07:36:00.000Z,2022-04-14T07:37:00.000Z,21
2022-04-14T07:37:00.000Z,2022-04-14T07:38:00.000Z,19
2022-04-14T07:38:00.000Z,2022-04-14T07:39:00.000Z,22
2022-04-14T07:39:00.000Z,2022-04-14T07:40:00.000Z,16
2022-04-14T07:40:00.000Z,2022-04-14T07:41:00.000Z,34
2022-04-14T07:41:00.000Z,2022-04-14T07:42:00.000Z,23
2022-04-14T07:42:00.000Z,2022-04-14T07:43:00.000Z,14
2022-04-14T07:43:00.000Z,2022-04-14T07:44:00.000Z,26
2022-04-14T07:44:00.000Z,2022-04-14T07:45:00.000Z,21
2022-04-14T07:45:00.000Z,2022-04-14T07:46:00.000Z,15
2022-04-14T07:46:00.000Z,2022-04-14T07:47:00.000Z,25
2022-04-14T07:47:00.000Z,2022-04-14T07:48:00.000Z,17
2022-04-14T07:48:00.000Z,2022-04-14T07:49:00.000Z,30
2022-04-14T07:49:00.000Z,2022-04-14T07:50:00.000Z,20
2022-04-14T07:50:00.000Z,2022-04-14T07:51:00.000Z,28
2022-04-14T07:51:00.000Z,2022-04-14T07:52:00.000Z,25
2022-04-14T07:52:00.000Z,2022-04-14T07:53:00.000Z,15
2022-04-14T07:53:00.000Z,2022-04-14T07:54:00.000Z,25
2022-04-14T07:54:00.000Z,2022-04-14T07:55:00.000Z,25
2022-04-14T07:55:00.000Z,2022-04-14T07:56:00.000Z,25
2022-04-14T07:56:00.000Z,2022-04-14T07:57:00.000Z,20
2022-04-14T07:57:00.000Z,2022-04-14T07:58:00.000Z,18
2022-04-14T07:58:00.000Z,2022-04-14T07:59:00.000Z,20
2022-04-14T07:59:00.000Z,2022-04-14T08:00:00.000Z,24
2022-04-14T08:00:00.000Z,2022-04-14T08:01:00.000Z,35
2022-04-14T08:01:00.000Z,2022-04-14T08:02:00.000Z,33
2022-04-14T08:02:00.000Z,2022-04-14T08:03:00.000Z,30
2022-04-14T08:03:00.000Z,2022-04-14T08:04:00.000Z,22
2022-04-14T08:04:00.000Z,2022-04-14T08:05:00.000Z,28
2022-04-14T08:05:00.000Z,2022-04-14T08:06:00.000Z,17
2022-04-14T08:06:00.000Z,2022-04-14T08:07:00.000Z,21
2022-04-14T08:07:00.000Z,2022-04-14T08:08:00.000Z,23
2022-04-14T08:08:00.000Z,2022-04-14T08:09:00.000Z,13
2022-04-14T08:09:00.000Z,2022-04-14T08:10:00.000Z,15
2022-04-14T08:10:00.000Z,2022-04-14T08:11:00.000Z,28
2022-04-14T08:11:00.000Z,2022-04-14T08:12:00.000Z,15
2022-04-14T08:12:00.000Z,2022-04-14T08:13:00.000Z,22
2022-04-14T08:13:00.000Z,2022-04-14T08:14:00.000Z,29
2022-04-14T08:14:00.000Z,2022-04-14T08:15:00.000Z,21
2022-04-14T08:15:00.000Z,2022-04-14T08:16:00.000Z,25
2022-04-14T08:16:00.000Z,2022-04-14T08:17:00.000Z,21
2022-04-14T08:17:00.000Z,2022-04-14T08:18:00.000Z,19
2022-04-14T08:18:00.000Z,2022-04-14T08:19:00.000Z,16
2022-04-14T08:19:00.000Z,2022-04-14T08:20:00.000Z,17
2022-04-14T08:20:00.000Z,2022-04-14T08:21:00.000Z,24
2022-04-14T08:21:00.000Z,2022-04-14T08:22:00.000Z,22
2022-04-14T08:22:00.000Z,2022-04-14T08:23:00.000Z,24
2022-04-14T08:23:00.000Z,2022-04-14T08:24:00.000Z,21
2022-04-14T08:24:00.000Z,2022-04-14T08:25:00.000Z,17
2022-04-14T08:25:00.000Z,2022-04-14T08:26:00.000Z,13
2022-04-14T08:26:00.000Z,2022-04-14T08:27:00.000Z,12
2022-04-14T08:27:00.000Z,2022-04-14T08:28:00.000Z,9
2022-04-14T08:28:00.000Z,2022-04-14T08:29:00.000Z,20
2022-04-14T08:29:00.000Z,2022-04-14T08:30:00.000Z,15
2022-04-14T08:30:00.000Z,2022-04-14T08:31:00.000Z,16
2022-04-14T08:31:00.000Z,2022-04-14T08:32:00.000Z,27
2022-04-14T08:32:00.000Z,2022-04-14T08:33:00.000Z,22
2022-04-14T08:33:00.000Z,2022-04-14T08:34:00.000Z,16
2022-04-14T08:34:00.000Z,2022-04-14T08:35:00.000Z,16
2022-04-14T08:35:00.000Z,2022-04-14T08:36:00.000Z,20
2022-04-14T08:36:00.000Z,2022-04-14T08:37:00.000Z,21
2022-04-14T08:37:00.000Z,2022-04-14T08:38:00.000Z,25
2022-04-14T08:38:00.000Z,2022-04-14T08:39:00.000Z,29
2022-04-14T08:39:00.000Z,2022-04-14T08:40:00.000Z,23
2022-04-14T08:40:00.000Z,2022-04-14T08:41:00.000Z,30
2022-04-14T08:41:00.000Z,2022-04-14T08:42:00.000Z,37
2022-04-14T08:42:00.000Z,2022-04-14T08:43:00.000Z,25
2022-04-14T08:43:00.000Z,2022-04-14T08:44:00.000Z,21
2022-04-14T08:44:00.000Z,2022-04-14T08:45:00.000Z,17
2022-04-14T08:45:00.000Z,2022-04-14T08:46:00.000Z,21
2022-04-14T08:46:00.000Z,2022-04-14T08:47:00.000Z,15
2022-04-14T08:47:00.000Z,2022-04-14T08:48:00.000Z,8
2022-04-14T08:48:00.000Z,2022-04-14T08:49:00.000Z,26
2022-04-14T08:49:00.000Z,2022-04-14T08:50:00.000Z,22
2022-04-14T08:50:00.000Z,2022-04-14T08:51:00.000Z,28
2022-04-14T08:51:00.000Z,2022-04-14T08:52:00.000Z,10
2022-04-14T08:52:00.000Z,2022-04-14T08:53:00.000Z,22
2022-04-14T08:53:00.000Z,2022-04-14T08:54:00.000Z,29
2022-04-14T08:54:00.000Z,2022-04-14T08:55:00.000Z,28
2022-04-14T08:55:00.000Z,2022-04-14T08:56:00.000Z,23
2022-04-14T08:56:00.000Z,2022-04-14T08:57:00.000Z,25
2022-04-14T08:57:00.000Z,2022-04-14T08:58:00.000Z,19
2022-04-14T08:58:00.000Z,2022-04-14T08:59:00.000Z,25
2022-04-14T08:59:00.000Z,2022-04-14T09:00:00.000Z,26
2022-04-14T09:00:00.000Z,2022-04-14T09:01:00.000Z,41
2022-04-14T09:01:00.000Z,2022-04-14T09:02:00.000Z,25
2022-04-14T09:02:00.000Z,2022-04-14T09:03:00.000Z,21
2022-04-14T09:03:00.000Z,2022-04-14T09:04:00.000Z,22
2022-04-14T09:04:00.000Z,2022-04-14T09:05:00.000Z,28
2022-04-14T09:05:00.000Z,2022-04-14T09:06:00.000Z,19
2022-04-14T09:06:00.000Z,2022-04-14T09:07:00.000Z,20
2022-04-14T09:07:00.000Z,2022-04-14T09:08:00.000Z,14
2022-04-14T09:08:00.000Z,2022-04-14T09:09:00.000Z,21
2022-04-14T09:09:00.000Z,2022-04-14T09:10:00.000Z,37
2022-04-14T09:10:00.000Z,2022-04-14T09:11:00.000Z,17
2022-04-14T09:11:00.000Z,2022-04-14T09:12:00.000Z,26
2022-04-14T09:12:00.000Z,2022-04-14T09:13:00.000Z,25
2022-04-14T09:13:00.000Z,2022-04-14T09:14:00.000Z,20
2022-04-14T09:14:00.000Z,2022-04-14T09:15:00.000Z,21
2022-04-14T09:15:00.000Z,2022-04-14T09:16:00.000Z,24
2022-04-14T09:16:00.000Z,2022-04-14T09:17:00.000Z,23
2022-04-14T09:17:00.000Z,2022-04-14T09:18:00.000Z,14
2022-04-14T09:18:00.000Z,2022-04-14T09:19:00.000Z,22
2022-04-14T09:19:00.000Z,2022-04-14T09:20:00.000Z,21
2022-04-14T09:20:00.000Z,2022-04-14T09:21:00.000Z,18
2022-04-14T09:21:00.000Z,2022-04-14T09:22:00.000Z,27
2022-04-14T09:22:00.000Z,2022-04-14T09:23:00.000Z,23
2022-04-14T09:23:00.000Z,2022-04-14T09:24:00.000Z,25
2022-04-14T09:24:00.000Z,2022-04-14T09:25:00.000Z,27
2022-04-14T09:25:00.000Z,2022-04-14T09:26:00.000Z,22
2022-04-14T09:26:00.000Z,2022-04-14T09:27:00.000Z,22
2022-04-14T09:27:00.000Z,2022-04-14T09:28:00.000Z,30
2022-04-14T09:28:00.000Z,2022-04-14T09:29:00.000Z,25
2022-04-14T09:29:00.000Z,2022-04-14T09:30:00.000Z,20
2022-04-14T09:30:00.000Z,2022-04-14T09:31:00.000Z,30
2022-04-14T09:31:00.000Z,2022-04-14T09:32:00.000Z,18
2022-04-14T09:32:00.000Z,2022-04-14T09:33:00.000Z,26
2022-04-14T09:33:00.000Z,2022-04-14T09:34:00.000Z,19
2022-04-14T09:34:00.000Z,2022-04-14T09:35:00.000Z,20
2022-04-14T09:35:00.000Z,2022-04-14T09:36:00.000Z,31
2022-04-14T09:36:00.000Z,2022-04-14T09:37:00.000Z,21
2022-04-14T09:37:00.000Z,2022-04-14T09:38:00.000Z,18
2022-04-14T09:38:00.000Z,2022-04-14T09:39:00.000Z,13
2022-04-14T09:39:00.000Z,2022-04-14T09:40:00.000Z,22
2022-04-14T09:40:00.000Z,2022-04-14T09:41:00.000Z,16
2022-04-14T09:41:00.000Z,2022-04-14T09:42:00.000Z,20
2022-04-14T09:42:00.000Z,2022-04-14T09:43:00.000Z,14
2022-04-14T09:43:00.000Z,2022-04-14T09:44:00.000Z,12
2022-04-14T09:44:00.000Z,2022-04-14T09:45:00.000Z,20
2022-04-14T09:45:00.000Z,2022-04-14T09:46:00.000Z,11
2022-04-14T09:46:00.000Z,2022-04-14T09:47:00.000Z,21
2022-04-14T09:47:00.000Z,2022-04-14T09:48:00.000Z,26
2022-04-14T09:48:00.000Z,2022-04-14T09:49:00.000Z,22
2022-04-14T09:49:00.000Z,2022-04-14T09:50:00.000Z,25
2022-04-14T09:50:00.000Z,2022-04-14T09:51:00.000Z,17
2022-04-14T09:51:00.000Z,2022-04-14T09:52:00.000Z,15
2022-04-14T09:52:00.000Z,2022-04-14T09:53:00.000Z,23
2022-04-14T09:53:00.000Z,2022-04-14T09:54:00.000Z,16
2022-04-14T09:54:00.000Z,2022-04-14T09:55:00.000Z,25
2022-04-14T09:55:00.000Z,2022-04-14T09:56:00.000Z,22
2022-04-14T09:56:00.000Z,2022-04-14T09:57:00.000Z,23
2022-04-14T09:57:00.000Z,2022-04-14T09:58:00.000Z,13
2022-04-14T09:58:00.000Z,2022-04-14T09:59:00.000Z,18
2022-04-14T09:59:00.000Z,2022-04-14T10:00:00.000Z,26
2022-04-14T10:00:00.000Z,2022-04-14T10:01:00.000Z,33
2022-04-14T10:01:00.000Z,2022-04-14T10:02:00.000Z,21
2022-04-14T10:02:00.000Z,2022-04-14T10:03:00.000Z,24
2022-04-14T10:03:00.000Z,2022-04-14T10:04:00.000Z,25
2022-04-14T10:04:00.000Z,2022-04-14T10:05:00.000Z,24
2022-04-14T10:05:00.000Z,2022-04-14T10:06:00.000Z,25
2022-04-14T10:06:00.000Z,2022-04-14T10:07:00.000Z,23
2022-04-14T10:07:00.000Z,2022-04-14T10:08:00.000Z,16
2022-04-14T10:08:00.000Z,2022-04-14T10:09:00.000Z,19
2022-04-14T10:09:00.000Z,2022-04-14T10:10:00.000Z,29
2022-04-14T10:10:00.000Z,2022-04-14T10:11:00.000Z,18
2022-04-14T10:11:00.000Z,2022-04-14T10:12:00.000Z,20
2022-04-14T10:12:00.000Z,2022-04-14T10:13:00.000Z,47
2022-04-14T10:13:00.000Z,2022-04-14T10:14:00.000Z,117
2022-04-14T10:14:00.000Z,2022-04-14T10:15:00.000Z,139
2022-04-14T10:15:00.000Z,2022-04-14T10:16:00.000Z,169
2022-04-14T10:16:00.000Z,2022-04-14T10:17:00.000Z,202
2022-04-14T10:17:00.000Z,2022-04-14T10:18:00.000Z,175
2022-04-14T10:18:00.000Z,2022-04-14T10:19:00.000Z,219
2022-04-14T10:19:00.000Z,2022-04-14T10:20:00.000Z,219
2022-04-14T10:20:00.000Z,2022-04-14T10:21:00.000Z,322
2022-04-14T10:21:00.000Z,2022-04-14T10:22:00.000Z,366
2022-04-14T10:22:00.000Z,2022-04-14T10:23:00.000Z,383
2022-04-14T10:23:00.000Z,2022-04-14T10:24:00.000Z,377
2022-04-14T10:24:00.000Z,2022-04-14T10:25:00.000Z,425
2022-04-14T10:25:00.000Z,2022-04-14T10:26:00.000Z,428
2022-04-14T10:26:00.000Z,2022-04-14T10:27:00.000Z,483
2022-04-14T10:27:00.000Z,2022-04-14T10:28:00.000Z,495
2022-04-14T10:28:00.000Z,2022-04-14T10:29:00.000Z,569
