date,time,timestamp,altitude,speed,direction,latitude,longitude,geometry,flight
2022-03-21,02:14:23,1647828863,9575,286,108,29.899292,106.840302,POINT (106.840302 29.899292),China Eastern Airlines Flight 5735
2022-03-21,02:14:26,1647828866,9725,287,108,29.897757,106.84581,POINT (106.84581 29.897757),China Eastern Airlines Flight 5735
2022-03-21,02:14:29,1647828869,9875,289,107,29.896545,106.850227,POINT (106.850227 29.896545),China Eastern Airlines Flight 5735
2022-03-21,02:14:32,1647828872,10025,289,107,29.895447,106.854347,POINT (106.854347 29.895447),China Eastern Airlines Flight 5735
2022-03-21,02:14:35,1647828875,10175,290,106,29.894125,106.859383,POINT (106.859383 29.894125),China Eastern Airlines Flight 5735
2022-03-21,02:14:38,1647828878,10325,291,106,29.893112,106.86322,POINT (106.86322 29.893112),China Eastern Airlines Flight 5735
2022-03-21,02:14:50,1647828890,10975,292,106,29.888214,106.882286,POINT (106.882286 29.888214),China Eastern Airlines Flight 5735
2022-03-21,02:15:02,1647828902,11625,294,106,29.883591,106.900246,POINT (106.900246 29.883591),China Eastern Airlines Flight 5735
2022-03-21,02:15:15,1647828915,12225,297,106,29.878693,106.918945,POINT (106.918945 29.878693),China Eastern Airlines Flight 5735
2022-03-21,02:15:45,1647828945,13625,309,106,29.866379,106.965797,POINT (106.965797 29.866379),China Eastern Airlines Flight 5735
2022-03-21,02:16:01,1647828961,14250,314,119,29.857819,106.990036,POINT (106.990036 29.857819),China Eastern Airlines Flight 5735
2022-03-21,02:16:04,1647828964,14375,313,123,29.85553,106.993896,POINT (106.993896 29.85553),China Eastern Airlines Flight 5735
2022-03-21,02:16:07,1647828967,14550,312,127,29.852692,106.998123,POINT (106.998123 29.852692),China Eastern Airlines Flight 5735
2022-03-21,02:16:10,1647828970,14700,312,131,29.849808,107.001884,POINT (107.001884 29.849808),China Eastern Airlines Flight 5735
2022-03-21,02:16:13,1647828973,14850,310,135,29.846695,107.005302,POINT (107.005302 29.846695),China Eastern Airlines Flight 5735
2022-03-21,02:16:16,1647828976,15000,308,138,29.843674,107.008316,POINT (107.008316 29.843674),China Eastern Airlines Flight 5735
2022-03-21,02:16:19,1647828979,15175,306,142,29.839798,107.011627,POINT (107.011627 29.839798),China Eastern Airlines Flight 5735
2022-03-21,02:16:22,1647828982,15350,304,147,29.836493,107.01416,POINT (107.01416 29.836493),China Eastern Airlines Flight 5735
2022-03-21,02:16:25,1647828985,15525,302,149,29.832825,107.016556,POINT (107.016556 29.832825),China Eastern Airlines Flight 5735
2022-03-21,02:16:28,1647828988,15700,300,153,29.828796,107.018776,POINT (107.018776 29.828796),China Eastern Airlines Flight 5735
2022-03-21,02:16:31,1647828991,15900,297,158,29.824722,107.020729,POINT (107.020729 29.824722),China Eastern Airlines Flight 5735
2022-03-21,02:16:34,1647828994,16075,295,161,29.820852,107.02224,POINT (107.02224 29.820852),China Eastern Airlines Flight 5735
2022-03-21,02:16:37,1647828997,16225,294,163,29.817173,107.023422,POINT (107.023422 29.817173),China Eastern Airlines Flight 5735
2022-03-21,02:16:40,1647829000,16425,292,168,29.81238,107.024605,POINT (107.024605 29.81238),China Eastern Airlines Flight 5735
2022-03-21,02:16:43,1647829003,16575,290,171,29.808426,107.025269,POINT (107.025269 29.808426),China Eastern Airlines Flight 5735
2022-03-21,02:16:47,1647829007,16725,288,174,29.804672,107.025642,POINT (107.025642 29.804672),China Eastern Airlines Flight 5735
2022-03-21,02:16:50,1647829010,16875,288,177,29.800137,107.025848,POINT (107.025848 29.800137),China Eastern Airlines Flight 5735
2022-03-21,02:16:53,1647829013,16975,288,180,29.796412,107.025742,POINT (107.025742 29.796412),China Eastern Airlines Flight 5735
2022-03-21,02:16:56,1647829016,17075,288,184,29.792404,107.025375,POINT (107.025375 29.792404),China Eastern Airlines Flight 5735
2022-03-21,02:16:59,1647829019,17150,291,188,29.787846,107.024605,POINT (107.024605 29.787846),China Eastern Airlines Flight 5735
2022-03-21,02:17:02,1647829022,17225,293,191,29.784168,107.023689,POINT (107.023689 29.784168),China Eastern Airlines Flight 5735
2022-03-21,02:17:05,1647829025,17300,293,194,29.780228,107.022469,POINT (107.022469 29.780228),China Eastern Airlines Flight 5735
2022-03-21,02:17:08,1647829028,17400,295,196,29.776255,107.021111,POINT (107.021111 29.776255),China Eastern Airlines Flight 5735
2022-03-21,02:17:11,1647829031,17475,297,196,29.772018,107.0196,POINT (107.0196 29.772018),China Eastern Airlines Flight 5735
2022-03-21,02:17:14,1647829034,17550,300,196,29.768293,107.018311,POINT (107.018311 29.768293),China Eastern Airlines Flight 5735
2022-03-21,02:17:17,1647829037,17625,303,196,29.763702,107.016716,POINT (107.016716 29.763702),China Eastern Airlines Flight 5735
2022-03-21,02:17:20,1647829040,17700,306,196,29.759588,107.015343,POINT (107.015343 29.759588),China Eastern Airlines Flight 5735
2022-03-21,02:17:23,1647829043,17775,309,196,29.755213,107.01384,POINT (107.01384 29.755213),China Eastern Airlines Flight 5735
2022-03-21,02:17:57,1647829077,18675,330,202,29.707684,106.99585,POINT (106.99585 29.707684),China Eastern Airlines Flight 5735
2022-03-21,02:18:58,1647829138,20550,362,204,29.617493,106.947624,POINT (106.947624 29.617493),China Eastern Airlines Flight 5735
2022-03-21,02:20:00,1647829200,23575,353,204,29.52507,106.89856,POINT (106.89856 29.52507),China Eastern Airlines Flight 5735
2022-03-21,02:20:19,1647829219,24225,361,193,29.49601,106.886795,POINT (106.886795 29.49601),China Eastern Airlines Flight 5735
2022-03-21,02:20:21,1647829221,24325,363,191,29.491402,106.885719,POINT (106.885719 29.491402),China Eastern Airlines Flight 5735
2022-03-21,02:20:24,1647829224,24400,366,189,29.486343,106.884666,POINT (106.884666 29.486343),China Eastern Airlines Flight 5735
2022-03-21,02:20:28,1647829228,24450,369,187,29.480896,106.88382,POINT (106.88382 29.480896),China Eastern Airlines Flight 5735
2022-03-21,02:20:31,1647829231,24525,372,185,29.47576,106.88324,POINT (106.88324 29.47576),China Eastern Airlines Flight 5735
2022-03-21,02:20:34,1647829234,24575,376,183,29.469772,106.882919,POINT (106.882919 29.469772),China Eastern Airlines Flight 5735
2022-03-21,02:20:37,1647829237,24625,380,180,29.464828,106.88282,POINT (106.88282 29.464828),China Eastern Airlines Flight 5735
2022-03-21,02:20:40,1647829240,24700,383,178,29.458769,106.883026,POINT (106.883026 29.458769),China Eastern Airlines Flight 5735
2022-03-21,02:20:43,1647829243,24750,386,177,29.454485,106.88324,POINT (106.88324 29.454485),China Eastern Airlines Flight 5735
2022-03-21,02:20:46,1647829246,24825,389,177,29.448015,106.883614,POINT (106.883614 29.448015),China Eastern Airlines Flight 5735
2022-03-21,02:20:49,1647829249,24900,390,177,29.44294,106.883888,POINT (106.883888 29.44294),China Eastern Airlines Flight 5735
2022-03-21,02:20:52,1647829252,24950,392,177,29.4375,106.88414,POINT (106.88414 29.4375),China Eastern Airlines Flight 5735
2022-03-21,02:20:55,1647829255,25025,393,177,29.432001,106.884422,POINT (106.884422 29.432001),China Eastern Airlines Flight 5735
2022-03-21,02:21:56,1647829316,25600,425,177,29.315294,106.889755,POINT (106.889755 29.315294),China Eastern Airlines Flight 5735
2022-03-21,02:22:58,1647829378,25600,427,177,29.194166,106.895844,POINT (106.895844 29.194166),China Eastern Airlines Flight 5735
2022-03-21,02:23:59,1647829439,25600,428,177,29.073782,106.901817,POINT (106.901817 29.073782),China Eastern Airlines Flight 5735
2022-03-21,02:25:03,1647829503,25600,429,177,28.945158,106.908333,POINT (106.908333 28.945158),China Eastern Airlines Flight 5735
2022-03-21,02:26:05,1647829565,25600,430,177,28.821886,106.914581,POINT (106.914581 28.821886),China Eastern Airlines Flight 5735
2022-03-21,02:27:06,1647829626,25600,427,177,28.701645,106.920372,POINT (106.920372 28.701645),China Eastern Airlines Flight 5735
2022-03-21,02:28:04,1647829684,25600,424,177,28.586563,106.926971,POINT (106.926971 28.586563),China Eastern Airlines Flight 5735
2022-03-21,02:31:45,1647829905,25600,393,248,28.205721,106.841499,POINT (106.841499 28.205721),China Eastern Airlines Flight 5735
2022-03-21,02:34:34,1647830074,25600,399,249,28.096069,106.511238,POINT (106.511238 28.096069),China Eastern Airlines Flight 5735
2022-03-21,02:35:35,1647830135,25600,400,249,28.056196,106.390846,POINT (106.390846 28.056196),China Eastern Airlines Flight 5735
2022-03-21,02:36:37,1647830197,25600,400,249,28.015411,106.268326,POINT (106.268326 28.015411),China Eastern Airlines Flight 5735
2022-03-21,02:37:39,1647830259,25600,400,249,27.975428,106.148178,POINT (106.148178 27.975428),China Eastern Airlines Flight 5735
2022-03-21,02:47:33,1647830853,25600,405,224,27.546021,105.01976,POINT (105.01976 27.546021),China Eastern Airlines Flight 5735
